id	subsystem	name	keggId	confidenceEcoIDA	confidenceScore	sboTerm	references	ECNumber	notes
CYTK3	Nucleotide interconversion	cytidylate kinase (CMP)(GTP)		3A0000269	4.0	176.0	PMID:10215863		
CYTK4	Nucleotide interconversion	cytidylate kinase (dCMP)(GTP)		3A0000269	4.0	176.0	PMID:10215863		
CYTK5	Nucleotide interconversion	cytidylate kinase (dCMP)		3A0000269	4.0	176.0	PMID:10462544,PMID:11912132	2.7.4.14	
CYTK6	Nucleotide interconversion	cytidylate kinase (CMP,CTP)		3A0000269	4.0	176.0	PMID:10462544,PMID:11912132	2.7.4.14	
CYTK7	Nucleotide interconversion	cytidylate kinase (CMP,UTP)		3A0000269	4.0	176.0	PMID:10462544,PMID:11912132	2.7.4.14	
CYTK8	Nucleotide interconversion	cytidylate kinase (CMP,dATP)		3A0000269	4.0	176.0	PMID:10462544,PMID:11912132	2.7.4.14	
CYTK9	Nucleotide interconversion	cytidylate kinase (CMP,dCTP)		3A0000269	4.0	176.0	PMID:10462544,PMID:11912132	2.7.4.14	
D3AIBTm	Pyrimidine catabolism	D-3-Amino-isobutanoate:pyruvate aminotransferase, mitochondrial		3A0000000	4.0	176.0	PMID:5773299	2.6.1.40	MM
DADA	Nucleotide interconversion	Deoxyadenosine deaminase		3A0000269	4.0	176.0	PMID:12381379,PMID:15016824	3.5.4.4	JLR
DADAe	Nucleotide interconversion	Deoxyadenosine deaminase, extracellular		3A0000269	4.0	176.0	PMID:12381379,PMID:15016824	3.5.4.4	adenosine deaminase has been found on cell surface in human (Gonzales-Gronow et al, JBC, 2004,279,20993-20998). IT
DADNt4	Transport, extracellular	deoxyadenosine transport via diffusion		3A0000000	2.0	185.0	PMID:10899995		
DAGK_hs	Glycerophospholipid metabolism	Diacylglycerol phosphate kinase (homo sapiens)		3A0000269	4.0	176.0		2.7.1.107	NJ
DALAt2r	Transport, extracellular	D-alanine transport via proton symport		3A0000304	2.0	185.0	PMID:11390972,PMID:11959859		JLR
DASCBR	Vitamin C metabolism	dehydroascorbate reductase		3A0000269	4.0	176.0	PMID:11297543	1.6.5.4	
DCIm	Fatty acid oxidation	dodecenoyl-Coenzyme A delta isomerase		3A0000254	2.0	176.0	PMID:15351645	5.3.3.8	NJ
DCMPDA	Pyrimidine catabolism	dCMP deaminase		3A0000254	2.0	176.0	PMID:7642519,PMID:7685356	3.5.4.12	NCD
DCSPTN1CPT1	Fatty acid oxidation	carnitine O-palmitoyltransferase		3A0000269	4.0	176.0		2.3.1.21	NJ
DCSPTN1CPT2	Fatty acid oxidation	carnitine transferase		3A0000000	4.0	176.0			NJ
DCSPTN1CRNt	Fatty acid oxidation	transport into the mitochondria (carnitine)		3A0000269	4.0	185.0			NJ
DCT	Tyrosine metabolism	Dopachrome tautomerase		3A0000269	4.0	176.0	PMID:8148378	5.3.3.12	ISOMERASE SAB added EC and adjusted compounds for balance
DCYTD	Pyrimidine catabolism	deoxycytidine deaminase		3A0000254	2.0	176.0	PMID:14744791,PMID:15087440,PMID:7923172,PMID:8001985,PMID:8422236	3.5.4.14	
DCYTt	Transport, extracellular	deoxycytidine transport via diffusion		3A0000000	2.0	185.0	PMID:10899995		
DEBRISOQUINEt	Transport, extracellular	debrisoquine uniport		3A0000269	4.0	185.0	PMID:12827517,PMID:12883891,PMID:9187257		electrogenic, Na indepdendent &amp; rev NJ
DESAT16_2	Fatty acid synthesis	palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA)		3A0000000	4.0	176.0	PMID:14967823	1.14.19.1	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT18_10	Fatty acid synthesis	fatty acyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA)		3A0000000	4.0	176.0		1.14.19.1	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT18_3	Fatty acid synthesis	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)		3A0000269	4.0	176.0	PMID:14967823	1.14.19.1	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT18_4	Fatty acid synthesis	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)		3A0000000	4.0	176.0	PMID:14967823	1.14.19.1	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT18_5	Fatty acid synthesis	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)		3A0000269	4.0	176.0	PMID:14967823	1.14.19.1	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT18_6	Fatty acid synthesis	fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)		3A0000269	4.0	176.0		1.14.99.25	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT18_7	Fatty acid synthesis	fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)		3A0000000	4.0	176.0		1.14.19.1	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT18_8	Fatty acid synthesis	fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)		3A0000269	4.0	176.0		1.14.99.25	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT18_9	Fatty acid synthesis	fatty acyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA)		3A0000269	4.0	176.0		1.14.99.25	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT20_1	Fatty acid synthesis	fatty acyl-CoA desaturase (n-C20:3CoA -> n-C20:4CoA)		3A0000000	4.0	176.0		1.14.19.1	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT20_2	Fatty acid synthesis	fatty acyl-CoA desaturase (n-C20:4CoA -> n-C20:5CoA)		3A0000000	4.0	176.0		1.14.19.1	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DESAT24_1	Fatty acid synthesis	fatty acyl-CoA desaturase (n-C24:5CoA -> n-C24:6CoA)		3A0000269	4.0	176.0		1.14.99.25	for homo sapiens, noted to actually be NADH-cyt b5, using NADH at present NJ
DGAT	Triacylglycerol synthesis	diacylglycerol acyltransferase		3A0000000	4.0	176.0	PMID:11481335		FULLR corresponds to acyl/R groups in texts. NJ
DGK1	Nucleotide interconversion	deoxyguanylate kinase (dGMP:ATP)		3A0000269	4.0	176.0			
DGNSKm	Nucleotide interconversion	deoxyguanosine kinase		3A0000269	4.0	176.0	PMID:12535661,PMID:8692979	2.7.1.113	
DGSNt	Transport, extracellular	deoyguanosine transport via diffusion		3A0000000	2.0	185.0	PMID:10899995		
DHAAt1r	Transport, extracellular	dehydroascorbate transport (uniport)		3A0000269	4.0	185.0	PMID:10421229,PMID:12750891,PMID:15705056,PMID:2656669,PMID:3170580,PMID:8504756,PMID:9230074		NCD
DHAPA	Triacylglycerol synthesis	dihydroxyacetone phosphate acyltransferase		3A0000000	4.0	176.0	PMID:9459311	2.3.1.42	NJ
DHCRD1	Sphingolipid metabolism	dihydroceramide desaturase		3A0000269	4.0	176.0	PMID:9188692		NJ
DHCRD2	Sphingolipid metabolism	dihydroceramide desaturase		3A0000269	4.0	176.0	PMID:9188692		NJ
DHDPBMTm	Ubiquinone synthesis	dihydroxydecaprenylbenzoate methyltransferase		3A0000269	4.0	176.0	PMID:10777520,PMID:1965190,PMID:7380842	2.1.1.114	Used to make Ubiquinone-10 EC  2.1.1.114 IT
DHEASt	Transport, extracellular	dehydroepiandrosterone sulfate transport via bicarbonate countertransport		3A0000269	4.0	185.0	PMID:12507753,PMID:9007731,PMID:9334206		NJ
DHEASULT	Steroid metabolism	Dehydroepiandrosterone sulfotransferase		3A0000269	4.0	176.0	PMID:11535246,PMID:1588921	2.8.2.2	NJ
DHFR	Folate metabolism	dihydrofolate reductase		3A0000254	2.0	176.0	PMID:6504041	1.5.1.3	
DHORD9	Pyrimidine synthesis	dihydoorotic acid dehydrogenase (quinone10)		3A0000269	4.0	185.0	PMID:10727948,PMID:9693067	1.3.3.1	_06-15-05 - EC 1.3.3.1 IT based on Bader et al, 1998, Prot. Expr. Purif,., 13,414-422  (I guess it is ubiquinone but i am not sure ) (needs FMN as cofactor) v(enzyme is located in inner-membrane of mitochondria, reaction take place in cytosol (Fig. 8 Rawls et al PMID: 10727948 )
DHORTS	Pyrimidine synthesis	dihydroorotase		3A0000269	4.0	176.0	PMID:2565865,PMID:8619816	3.5.2.3	
DHPM1	Pyrimidine catabolism	dihydropyrimidinase (5,6-dihydrouracil)		3A0000269	4.0	176.0	PMID:8973361	3.5.2.2	
DHPM2	Pyrimidine catabolism	dihydropyrimidinase (dihydrothymine)		3A0000000	2.0	176.0		3.5.2.2	Also acts on dihydrothymine and hydantoin. Found not specific evidence in PubMed, but Dihydropyrimidinase is supposed to be in cytosol and catalyze this reaction. Old information
DHPR	Tetrahydrobiopterin metabolism	6,7-dihydropteridine reductase		3A0000269	4.0	176.0	PMID:10727395	1.6.99.7	
DINt	Transport, extracellular	deoxyinosine transport via diffusion		3A0000000	2.0	185.0	PMID:10899995		
D_LACt2	Transport, extracellular	D-lactate transport via proton symport		3A0000269	4.0	185.0	PMID:10493836,PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713		JLR
D_LACtm	Transport, mitochondrial	D-lactate transport, mitochondrial		3A0000000	0.0	185.0			NCD
DLNLCGCPT1	Fatty acid oxidation	carnitine O-palmitoyltransferase		3A0000000	4.0	176.0		2.3.1.21	NJ
DLNLCGCPT2	Fatty acid oxidation	carnitine transferase		3A0000000	4.0	176.0			NJ
DLNLCGCRNt	Fatty acid oxidation	transport into the mitochondria (carnitine)		3A0000000	4.0	185.0			NJ
DLNLCGt	Transport, extracellular	fatty acid transport via diffusion		3A0000000	2.0	185.0	PMID:11788354,PMID:12864740		NJ
DMATT	Cholesterol metabolism	dimethylallyltranstransferase		3A0000134	2.0	176.0	PMID:17477828,PMID:17477829	2.5.1.1	Human Y/N: Y
DMGDHm	Glycine, serine, alanine and threonine metabolism	dimethylglycine dehydrogenase, mitochondrial		3A0000269	4.0	176.0	PMID:10767172,PMID:1123190	1.5.99.2	MM
DNDPt10m	Transport, mitochondrial	dADP transport via dCDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt11m	Transport, mitochondrial	dADP transport via dGDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt12m	Transport, mitochondrial	dADP transport via ADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt13m	Transport, mitochondrial	dADP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt14m	Transport, mitochondrial	dUDP transport via dTDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt15m	Transport, mitochondrial	dUDP transport via dGDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt16m	Transport, mitochondrial	dUDP transport via dADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt17m	Transport, mitochondrial	dUDP transport via dCDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt18m	Transport, mitochondrial	dUDP transport via ADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt19m	Transport, mitochondrial	dUDP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt1m	Transport, mitochondrial	dATP transport via ADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt20m	Transport, mitochondrial	dTDP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt21m	Transport, mitochondrial	dTDP transport via ADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt22m	Transport, mitochondrial	dTDP transport via dUDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt23m	Transport, mitochondrial	dTDP transport via dGTP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt24m	Transport, mitochondrial	dTDP transport via dADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt25m	Transport, mitochondrial	dTDP transport via dCDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt26m	Transport, mitochondrial	dCDP transport via dUDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt27m	Transport, mitochondrial	dCDP transport via dTDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt28m	Transport, mitochondrial	dCDP transport via dGDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt29m	Transport, mitochondrial	dCDP transport via dADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt2m	Transport, mitochondrial	dATP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt30m	Transport, mitochondrial	dCDP transport via ADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt31m	Transport, mitochondrial	dCDP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt32m	Transport, mitochondrial	dGDP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt33m	Transport, mitochondrial	dGDP transport via dUDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt34m	Transport, mitochondrial	dGDP transport via dTDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt35m	Transport, mitochondrial	dGDP transport via dADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt36m	Transport, mitochondrial	dGDP transport via dCDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt37m	Transport, mitochondrial	dUTP transport via dTDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt38m	Transport, mitochondrial	dUTP transport via dUDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt39m	Transport, mitochondrial	dUTP transport via dGDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt3m	Transport, mitochondrial	dATP transport via dCDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt40m	Transport, mitochondrial	dUTP transport via dADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt41m	Transport, mitochondrial	dUTP transport via dCDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt42m	Transport, mitochondrial	dUTP transport via ADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt43m	Transport, mitochondrial	dUTP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt44m	Transport, mitochondrial	dTTP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt45m	Transport, mitochondrial	dTTP transport via ADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt46m	Transport, mitochondrial	dTTP transport via dUDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt47m	Transport, mitochondrial	dTTP transport via dTDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt48m	Transport, mitochondrial	dTTP transport via dGDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt49m	Transport, mitochondrial	dTTP transport via dADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt4m	Transport, mitochondrial	dATP transport via dUDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt50m	Transport, mitochondrial	dTTP transport via dCDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt51m	Transport, mitochondrial	dCTP transport via dCDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt52m	Transport, mitochondrial	dCTP transport via dUDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt53m	Transport, mitochondrial	dCTP transport via dGDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt54m	Transport, mitochondrial	dCTP transport via dADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt55m	Transport, mitochondrial	dCTP transport via ADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt56m	Transport, mitochondrial	dCTP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt57m	Transport, mitochondrial	dGTP transport via ATP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt58m	Transport, mitochondrial	dGTP transport via ADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt59m	Transport, mitochondrial	dGTP transport via dADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt5m	Transport, mitochondrial	dATP transport via dTDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt60m	Transport, mitochondrial	dGTP transport via dUDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt61m	Transport, mitochondrial	dGTP transport via dTDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt62m	Transport, mitochondrial	dGTP transport via dGDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt63m	Transport, mitochondrial	dGTP transport via dCDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt6m	Transport, mitochondrial	dATP transport via dGDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt7m	Transport, mitochondrial	dATP transport via dADP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt8m	Transport, mitochondrial	dADP transport via dUDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DNDPt9m	Transport, mitochondrial	dADP transport via dTDP antiport		3A0000269	4.0	185.0	PMID:11226231		IT
DOLPMT3_Ler	N-glycan synthesis	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase (liver)		3A0000000	0.0	176.0		2.4.1.130	NCD
DOLPMT3_Uer	N-glycan synthesis	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase (uterus)		3A0000000	0.0	176.0		2.4.1.130	NCD
DOPABMO	Tyrosine metabolism	dopamine beta-monooxygenase		3A0000269	4.0	176.0		1.14.17.1	SAB
DOPACHRMISO	Tyrosine metabolism	L-dopachrome isomerase 1		3A0000269	4.0	176.0	PMID:5294951	1.14.18.1	SAB
DOPAMT	Tyrosine metabolism	Dopamine:amet O-methyltransferase		3A0000269	4.0	176.0	PMID:1847521	2.1.1.6	SAB
DOPASULT	Tyrosine metabolism	Dopamine Sulfotransferase		3A0000269	4.0	176.0	PMID:11535246,PMID:15293241	2.8.2.1	RS/TV (6/14/2005)
DOPAt4_2_r	Transport, extracellular	Dopamine reversible transport in via sodium symport (1:2)		3A0000269	4.0	185.0	PMID:12719981		SAB
DOPAtu	Transport, extracellular	Dopamine uniport		3A0000269	4.0	185.0	PMID:12883891		SAB electrogenic, Na indepdendent &amp; rev NJ
DOPAVESSEC	Transport, extracellular	Dopamine secretion via secretory vesicle (ATP driven)		3A0000269	4.0	185.0	PMID:12827358,PMID:15383652		SAB This reaction represents the ATP driven secretion of dopa from the cell.  It leaves out the vesicle because that is not a compartment.  ATP:H ratio is assumed as 1:3 for vacuolar ATPase and substrate:h ratio is 1:2.  This gives a 3:2 ratio for substrate:ATP
DPCOAK	CoA synthesis	dephospho-CoA kinase		3A0000269	4.0	176.0			
DPGase	Glycolysis/gluconeogenesis	Diphosphoglycerate phosphatase		3A0000134	0.0	176.0	PMID:15949708,PMID:17052986	5.4.2.4	added EC num; also EC 5.4.2.4 -- NCD
DPGM	Glycolysis/gluconeogenesis	Diphosphoglyceromutase		3A0000134	0.0	176.0	PMID:15949708,PMID:17052986	5.4.2.1	
DRBK	Pentose phosphate pathway	Deoxyribokinase		3A0000304	2.0	176.0	PMID:9693094	2.7.1.15	NCD
DRPA	Pentose phosphate pathway	deoxyribose-phosphate aldolase		3A0000000	2.0	176.0		4.1.2.4	
DTMPK	Nucleotide interconversion	dTMP kinase		3A0000269	4.0	176.0			
DURAD	Pyrimidine catabolism	dihydrouracil dehydrogenase (NADP)		3A0000269	4.0	176.0	PMID:1512248,PMID:8221682	1.3.1.2	_01-26-05 IT based on Lu et al., JBC,1992,24,17102-17109
DURAD2	Pyrimidine catabolism	dihydrothymin dehydrogenase (NADP)		3A0000269	4.0	176.0	PMID:1512248,PMID:8221682	1.3.1.2	_01-26-05 IT based on Lu et al., JBC,1992,24,17102-17109
DURIK1	Nucleotide interconversion	deoxyuridine kinase (ATP:Deoxyuridine)		3A0000254	2.0	176.0	PMID:12535661,PMID:9342341	2.7.1.21	
DURIK1m	Nucleotide interconversion	deoxyuridine kinase (ATP:Deoxyuridine), mitochondrial		3A0000254	2.0	176.0	PMID:12535661,PMID:9342341	2.7.1.21	
DURIPP	Nucleotide interconversion	deoxyuridine phosphorylase		3A0000269	4.0	176.0	PMID:11278417,PMID:12849978,PMID:6087295,PMID:9305963		JLR
DURIt	Transport, extracellular	deoxyuridine transport via diffusion		3A0000000	2.0	185.0	PMID:10899995		
DUTPDPm	Nucleotide interconversion	dUTP diphosphatase		3A0000269	4.0	176.0	PMID:12799180,PMID:8631816,PMID:9070952	3.6.1.23	
ECOAH12m	Valine, leucine, and isoleucine metabolism	3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria)		3A0000304	2.0	176.0	PMID:9073515	4.2.1.17	MM. based on assigned short chain enoyl-CoA hydratase activity
ECOAH1m	Tryptophan metabolism	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA) (mitochondria)		3A0000304	2.0	176.0	PMID:7558027	4.2.1.17	SAB for mito
ECOAH9m	Valine, leucine, and isoleucine metabolism	2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA), mitochondrial		3A0000304	2.0	176.0	PMID:9073515	4.2.1.17	MM. based on assigned short chain enoyl-CoA hydratase activity
EHGLAT	Arginine and Proline Metabolism	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase		3A0000212	1.0	176.0	PMID:13948827	2.6.1.1	NCD. measured in rat liver and activity is presumed to be in mammalians; substrate erythro-4-hydroxyglutamate is found in humans
EHGLAT2m	Arginine and Proline Metabolism	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase 2, mitochondrial		3A0000304	2.0	176.0	PMID:12660328,PMID:15849464	2.6.1.21	NCD SAB oaa -&gt; asp-L
EHGLATm	Arginine and Proline Metabolism	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, mitochondrial		3A0000212	1.0	176.0	PMID:15849464	2.6.1.1	NCD
EICOSTETCPT1	Fatty acid oxidation	carnitine O-palmitoyltransferase		3A0000269	4.0	176.0		2.3.1.21	NJ
EICOSTETCPT2	Fatty acid oxidation	carnitine transferase		3A0000000	4.0	176.0			NJ
EICOSTETCRNt	Fatty acid oxidation	transport into the mitochondria (carnitine)		3A0000000	4.0	185.0			NJ
ELAIDCPT1	Fatty acid oxidation	carnitine O-palmitoyltransferase		3A0000269	4.0	176.0		2.3.1.21	NJ
ELAIDCPT2	Fatty acid oxidation	carnitine transferase		3A0000000	4.0	176.0			NJ
ELAIDCRNt	Fatty acid oxidation	transport into the mitochondria (carnitine)		3A0000000	4.0	185.0			NJ
ELAIDt	Transport, extracellular	fatty acid transport via diffusion		3A0000000	2.0	185.0	PMID:11788354,PMID:12864740		NJ
ENGASE	N-glycan degradation	endo-beta-N-acetylglucosaminidase		3A0000000	0.0	176.0	PMID:12114544	3.2.1.96	NCD
ENGASE2	N-glycan degradation	endo-beta-N-acetylglucosaminidase		3A0000000	0.0	176.0	PMID:12114544	3.2.1.96	NCD
ENO	Glycolysis/gluconeogenesis	enolase		3A0000134	0.0	176.0	PMID:5939,PMID:6626557	4.2.1.11	SMP
EPCTX	Glycerophospholipid metabolism	ethanolamine-phosphate cytidylyltransferase		3A0000269	4.0	176.0		2.7.7.14	SAB
ESTRADIOLGLCt	Transport, extracellular	estradiol glucuronide transport via bicarbonate countertransport		3A0000269	4.0	185.0	PMID:12507753,PMID:9007731,PMID:9334206		NJ
ESTRADIOLGLCt2	Transport, extracellular	17-beta-D-glucuronide transport (ATP-dependent)		3A0000269	4.0	185.0	PMID:11447229,PMID:12637526,PMID:12835412		IT
ESTRIOLGLCte	Transport, extracellular	glucuronidated compound transport		3A0000304	2.0	185.0			for MDR transport mechanism NJ
ESTRONEGLCt	Transport, extracellular	ABC transporter		3A0000269	4.0	185.0	PMID:11850532,PMID:9738950,PMID:9813153		for bile acid secretion into bile NJ
ESTRONESt	Transport, extracellular	estrone 3-sulfate transport via bicarbonate countertransport		3A0000269	4.0	185.0	PMID:12507753,PMID:9007731,PMID:9334206		NJ
ESTRONESt2	Transport, extracellular	estrone-3-sulfate transport via sodium cotransport		3A0000269	4.0	185.0	PMID:12851823,PMID:8132774		electrogenic uptake NJ
ESTSULT	Steroid metabolism	Estrogen sulfotransferase		3A0000269	4.0	176.0	PMID:11535246,PMID:8185618	2.8.2.4	NJ
ETF	Fatty acid oxidation	electron transfer flavoprotein		3A0000000	4.0	176.0	PMID:3170610,PMID:7601336		TV (5/4/05) Voet p.571
ETFQO	Fatty acid oxidation	Electron transfer flavoprotein-ubiquinone oxidoreductase		3A0000000	4.0	176.0	PMID:10444348,PMID:12049629	1.5.5.1	TV Ruzicka F, JBC, 1977
ETHAK	Glycerophospholipid metabolism	Ethanolamine kinase		3A0000269	4.0	176.0		2.7.1.82	NCD
ETHP	Glycerophospholipid metabolism	ethanolamine phosphate phosphatase		3A0000000	0.0	176.0	PMID:15175005		no high energy phosphate compounds found associated w/ rxn NJ
ETOHMO	Glycolysis/gluconeogenesis	ethanol monooxygenase		3A0000134	2.0	176.0	PMID:10620320,PMID:17084996,PMID:17084997		NCD. 10620320 - expression, fluorescence; 17084997 - biochemical
F1PGT	Fructose and mannose metabolism	fucose-1-phosphate guanylyltransferase		3A0000000	0.0	176.0		2.7.7.30	NCD
FA120ACPH	Fatty acid oxidation	fatty-acyl-ACP hydrolase		3A0000269	4.0	176.0	PMID:9159116	3.1.2.14	NCD rxn is now charge balanced - NCD
FA140ACPH	Fatty acid oxidation	fatty-acyl-ACP hydrolase		3A0000269	4.0	176.0	PMID:9159116	3.1.2.14	NCD rxn is now charge balanced - NCD
FA141ACPH	Fatty acid oxidation	fatty-acyl-ACP hydrolase		3A0000000	4.0	176.0	PMID:9159116	3.1.2.14	NCD
FA160ACPH	Fatty acid oxidation	fatty-acyl-ACP hydrolase		3A0000269	4.0	176.0	PMID:9159116	3.1.2.14	NCD
FA161ACPH	Fatty acid oxidation	fatty-acyl-ACP hydrolase		3A0000000	4.0	176.0	PMID:9159116	3.1.2.14	NCD
FA180ACPH	Fatty acid oxidation	fatty-acyl-ACP hydrolase		3A0000000	4.0	176.0	PMID:9159116	3.1.2.14	NCD
FA181ACPH	Fatty acid oxidation	fatty-acyl-ACP hydrolase		3A0000000	4.0	176.0	PMID:9159116	3.1.2.14	NCD
FA182ACPH	Fatty acid oxidation	fatty-acyl-ACP hydrolase		3A0000000	4.0	176.0	PMID:9159116	3.1.2.14	NCD
FACOAL140i	Fatty acid oxidation	fatty-acid--CoA ligase (tetradecanoate)		3A0000269	4.0	176.0		6.2.1.3	JLR
FACOAL150	Fatty acid oxidation	fatty-acid--CoA ligase		3A0000000	4.0	176.0	PMID:15292367	6.2.1.3	AR
FACOAL160i	Fatty acid oxidation	C160 fatty acid activation		3A0000269	4.0	176.0	PMID:1531127	6.2.1.3	TV catalyzed by acyl-CoA synthetases
FACOAL161	Fatty acid oxidation	fatty-acid--CoA ligase (hexadecenoate)		3A0000000	4.0	176.0			
FACOAL170	Fatty acid oxidation	fatty-acid--CoA ligase		3A0000000	4.0	176.0	PMID:15292367	6.2.1.3	AR
FACOAL180i	Fatty acid oxidation	C180 fatty acid activation		3A0000269	4.0	176.0		6.2.1.3	TV catalyzed by acyl-CoA synthetases
