id	subsystem	name	keggId	confidenceEcoIDA	confidenceScore	sboTerm	references	ECNumber	notes
C181CRNt	Fatty acid oxidation	C181 transport into the mitochondria		3A0000000	4	185	PMID:14598172		TDV
C204CPT1	Fatty acid oxidation	carnitine C20:4 transferase		3A0000000	4	176	PMID:1988962	2.3.1.21	TDV
C204CPT2	Fatty acid oxidation	arachidonic acid transport into the mitochondria		3A0000000	4	176	PMID:1528846,PMID:1988962		TDV C20:4 transport
C204CRNt	Fatty acid oxidation	arachidonic acid transport into the mitochondria		3A0000000	4	185	PMID:14598172		TDV C20:4 transport
C226COAtx	Transport, peroxisomal	fatty acid intracellular transport		3A0000000	2	185			interaction between peroxisomes and ER (some enzymes on the outer membrane) NJ
C226CPT1	Fatty acid oxidation	carnitine C22:6 transferase		3A0000000	4	176	PMID:1988962	2.3.1.21	TDV
C226CPT2	Fatty acid oxidation	C226 transport into the mitochondria		3A0000000	4	176	PMID:11274214,PMID:1528846,PMID:1988962		TDV
C226CRNt	Fatty acid oxidation	C226 transport into the mitochondria		3A0000000	4	185	PMID:14598172		TDV
C2M26DCOAHLm	Limonene and pinene degradation	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m)		3A0000212	1	176		4.2.1.17	SAB
C2M26DCOAHLx	Limonene and pinene degradation	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (x)		3A0000212	1	176		4.2.1.17	SAB
C3STDH1Pr	Cholesterol metabolism	C-3 sterol dehydrogenase (4-methylzymosterol)		3A0000134	4	176	PMID:10710235,PMID:14506130		NCD ER version NJ
C3STDH1r	Cholesterol metabolism	C-3 sterol dehydrogenase (4-methylzymosterol)		3A0000134	4	176	PMID:12829805		NCD ER version NJ
C3STKR2r	Cholesterol metabolism	C-3 sterol keto reductase (zymosterol)		3A0000134	4	176	PMID:12829805		NCD ER - NJ
C4STMO1r	Cholesterol metabolism	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)		3A0000000	4	176			EC 1.-.-.- NCD ER version NJ
C4STMO2Pr	Cholesterol metabolism	C-4 methyl sterol oxidase		3A0000000	4	176			double check rxn specifics - see lit ref: Marijanovic,  Molecular Endocrinology 2003 17:1715-1725 ER version NJ
C4STMO2r	Cholesterol metabolism	C-4 methyl sterol oxidase		3A0000000	4	176			double check rxn specifics - see lit ref: Marijanovic,  Molecular Endocrinology 2003 17:1715-1725 ER version NJ
CAATPS	Transport, extracellular	Ca ATPase		3A0000269	4	185	PMID:7876199,PMID:8396145	3.6.3.6	plasma membrane version (SR and ER versions also exist) stoichiometry actually varies (number of Ca/ATP transported). See PMID: 7876199 NJ
CAMPt	Transport, extracellular	cAMP transport (ATP-dependent)		3A0000269	4	185	PMID:11447229,PMID:12637526,PMID:12835412,PMID:14507663,PMID:15631998		IT
CAROtr	Transport, extracellular	beta-carotene transport via diffusion		3A0000000	2	185	PMID:1503811		IT
CARVEOLte	Transport, extracellular	xenobiotic transport		3A0000000	1	185			unknown mechanism, xenobiotic transport (original and metabolized) NJ
CAT2p	Glycolysis/gluconeogenesis	catalase A, peroxisomal (ethanol)		3A0000134	2	176	PMID:19382904,PMID:19382905,PMID:8769411	1.11.1.6	NCD
CAt7r	Transport, extracellular	calcium / sodium antiporter (1:3), reversible		3A0000269	4	185	PMID:12406570,PMID:2484986		MM
CATm	ROS detoxification	catalase		3A0000269	4	176	PMID:1657986,PMID:3755525	1.11.1.6	TV
CATp	Miscellaneous	catalase A, peroxisomal		3A0000134	0	176	PMID:18634816,PMID:18634817	1.11.1.6	NCD
CBL2OR	Vitamin B12 metabolism	NADH:cob(III)alamine oxidoreductase		3A0000000	2	176	PMID:14633777		IT
CBL2tm	Transport, mitochondrial	Cob(II)alamine transport, mitochondrial		3A0000304	2	185	PMID:12438653,PMID:14633777,PMID:6313022		IT
CBLATm	Vitamin B12 metabolism	cob(I)alamin adenosyltransferase, mitochondrial		3A0000269	4	176	PMID:12438653,PMID:14633777,PMID:6313022	2.5.1.17	JLR (EC 2.5.1.17) IT
CBPPer	Glycolysis/gluconeogenesis	Carbamoyl phosphate phosphotransferase, endoplasmic reticulum		3A0000304	2	176	PMID:11946414,PMID:8384451		See PMID: 11946414 NCD
CBPS	Pyrimidine synthesis	carbamoyl-phosphate synthase (glutamine-hydrolysing)		3A0000269	4	176			
CBPSam	Glutamate metabolism	carbamoyl-phosphate synthase (ammonia) (mitochondria		3A0000269	4	176	PMID:10347186,PMID:12853138	6.3.4.16	MM
CBPter	Transport, endoplasmic reticular	carbamoyl phosphate transport, endoplasmic reticulum		3A0000000	2	185	PMID:12192101,PMID:8384451		NCD
CBR1	Eicosanoid metabolism	Carbonyl reductase [NADPH] 1		3A0000269	4	176	PMID:8740524,PMID:9740676	1.1.1.197	multiple EC EC 1.1.1.189 EC 1.1.1.197 NJ
CBR2	Eicosanoid metabolism	Carbonyl reductase [NADPH] 1		3A0000269	4	176	PMID:8740524,PMID:9740676	1.1.1.197	multiple EC EC 1.1.1.189 EC 1.1.1.197 NJ
CCA_D3t	Transport, extracellular	Calcitroic acid transport from cytosol		3A0000000	2	185			
CCA_D3tm	Transport, mitochondrial	Calcitroic acid transport from mitochondria		3A0000000	2	185			
CDIPTr	Glycerophospholipid metabolism	phosphatidylinositol synthase (Homo sapiens)		3A0000000	4	176	PMID:2425833	2.7.8.11	NJ - reversibility of enzyme found in lit by NCD
CDPDAGtm	Transport, mitochondrial	intracellular transport		3A0000000	1	185			unknown mechanism, presumed diffusion NJ
CDS	Glycerophospholipid metabolism	phosphatidate cytidylyltransferase		3A0000000	4	176		2.7.7.41	ER membrane - but on cytosolic surface NJ
CDSm	Glycerophospholipid metabolism	phosphatidate cytidylyltransferase		3A0000000	4	176		2.7.7.41	inner mitochondrial membrane NJ
CEPTC	Glycerophospholipid metabolism	choline phosphotransferase		3A0000269	4	176			NJ
CEPTE	Glycerophospholipid metabolism	ethanolamine phosphotransferase		3A0000269	4	176			NJ
CERK	Sphingolipid metabolism	Ceramide kinase		3A0000269	4	176	PMID:11956206	2.7.1.138	NJ
CERT1gt	Transport, golgi apparatus	ceramide transport protein		3A0000304	2	185	PMID:12803919,PMID:14685229,PMID:15596449,PMID:15907394		non-vesicular intracellular transport of ceramide
CERT1rt	Transport, endoplasmic reticular	ceramide transport protein		3A0000304	2	185	PMID:12803919,PMID:14685229,PMID:15596449,PMID:15907394		non-vesicular intracellular transport of ceramide
CERT2gt	Transport, golgi apparatus	ceramide transport protein		3A0000000	2	185	PMID:12803919,PMID:14685229,PMID:15596449,PMID:15907394		non-vesicular intracellular transport of glucocerebroside
CERT2rt	Transport, endoplasmic reticular	ceramide transport protein		3A0000000	2	185	PMID:12803919,PMID:14685229,PMID:15596449,PMID:15907394		non-vesicular intracellular transport of glucocerebroside
CGLYt3_2_	Transport, extracellular	Cys-Gly transport in via proton symport		3A0000304	2	185	PMID:12905028		SAB
CGMPt	Transport, extracellular	cGMP transport (ATP-dependent)		3A0000269	4	185	PMID:11447229,PMID:12637526,PMID:12835412,PMID:14507663,PMID:15631998		IT
CH25H	Bile acid synthesis	cholesterol 25-hydroxylase		3A0000269	4	176			NJ
CHAT	Glycerophospholipid metabolism	Choline O-acetyltransferase		3A0000269	4	176	PMID:10861222	2.3.1.6	rev by uniprot NJ
CHATn	Glycerophospholipid metabolism	Choline O-acetyltransferase		3A0000269	4	176	PMID:10861222	2.3.1.6	NJ
CHLP	Glycerophospholipid metabolism	choline phosphate phosphatase		3A0000000	0	176	PMID:15175005	2.7.7.15	no high energy phosphate compounds found associated w/ rxn NJ
CHLPCTD	Glycerophospholipid metabolism	choline phosphate cytididyltransferase		3A0000269	4	176		2.7.7.15	NCD
CHLtm	Transport, mitochondrial	choline transport via diffusion (cytosol to mitochondria)		3A0000000	2	185	PMID:10984		
CHOLATEt	Transport, extracellular	cholate transport via bicarbonate countertransport		3A0000269	4	185	PMID:12507753,PMID:9007731,PMID:9334206		NJ
CHOLATEt2	Transport, extracellular	cholate transport via sodium cotransport		3A0000269	4	185	PMID:12851823,PMID:7592981,PMID:8132774,PMID:9109432		electrogenic uptake NJ
CHOLATEt3	Transport, extracellular	ABC bile acid transporter		3A0000269	4	185	PMID:9738950,PMID:9806540,PMID:9813153		for bile acid secretion into bile NJ
CHOLD2m	Glycine, serine, alanine and threonine metabolism	choline dehydrogenase (FAD acceptor), mitochondrial		3A0000269	4	176	PMID:15321791	1.1.99.1	
CHOLK	Glycerophospholipid metabolism	Choline kinase		3A0000269	4	176			
CHOLPtg	Transport, golgi apparatus	choline phosphate intracellular transport		3A0000000	1	185			unknown mechanism for transport - no strong evidence to indicate further lysosomal or golgi metabolism NJ
CHOLPtl	Transport, lysosomal	choline phosphate intracellular transport		3A0000000	1	185			unknown mechanism for transport - no strong evidence to indicate further lysosomal or golgi metabolism NJ
CHOLt4	Transport, extracellular	choline, sodium cotransport		3A0000269	4	185	PMID:11027560,PMID:11068039,PMID:12675135		NCD
CHOLtg	Transport, golgi apparatus	choline intracellular transport		3A0000000	1	185			unknown mechanism NJ
CHOLtn	Transport, nuclear	Choline transport, nuclear through pores		3A0000000	2	185			it
CHOLtr	Transport, endoplasmic reticular	choline intracellular transport		3A0000000	1	185			unknown mechanism NJ
CHOLtu	Transport, extracellular	Choline uniport		3A0000269	4	185	PMID:12883891		SAB electrogenic, Na indepdendent &amp; rev
CHSTEROLSULT	Steroid metabolism	steroid sulfotransferase		3A0000269	4	176	PMID:12145317,PMID:9799594	2.8.2.2	NJ
CHSTEROLt	Transport, extracellular	cholesterol efflux (ATP depedent)		3A0000269	4	185	PMID:10655069,PMID:12600718		IT
CHSTEROLt1	Transport, mitochondrial	cholesterol intracellular transport		3A0000304	2	185	PMID:12070139,PMID:12370263,PMID:12770731		specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ. NS: transport from lysozyme to mitochondria?
CHSTEROLt2	Transport, mitochondrial	cholesterol intracellular transport		3A0000000	2	185	PMID:12370263,PMID:12770731		specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ
CHSTEROLt3	Transport, mitochondrial	cholesterol intracellular transport		3A0000000	2	185	PMID:12370263,PMID:12770731		specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ
CHSTEROLtg	Transport, golgi apparatus	cholesterol efflux (ATP depedent), golgi		3A0000269	4	185	PMID:10655069,PMID:12600718		IT
CHTNASE	Aminosugar metabolism	chitinase		3A0000269	4	176	PMID:11085997	3.2.1.14	NCD
CHTNASEe	Aminosugar metabolism	chitinase, extracellular		3A0000269	4	176	PMID:11085997	3.2.1.14	NCD
CITL	Citric acid cycle	Citrate lyase		3A0000000	0	176	PMID:11741334	4.1.3.6	JLR
CITMCOAHm	C5-branched dibasic acid metabolism	L-Citramalyl-CoA hydro-lyase, mitochondrial		3A0000000	2	176	PMID:13502348,PMID:13783048	4.2.1.56	NCD
CITMCOALm	C5-branched dibasic acid metabolism	L-Citramalyl-CoA pyruvate-lyase		3A0000000	2	176	PMID:13783048	4.1.3.25	also EC 4.1.3.22 NCD
CITRtm	Transport, mitochondrial	citrulline mitochondrial transport via proton antiport		3A0000269	4	185	PMID:14598172		TDV
CITt4_2	Transport, extracellular	citrate transport via sodium symport		3A0000269	4	185	PMID:8946005,PMID:8967342		NCD
CITtam	Transport, mitochondrial	citrate transport, mitochondrial		3A0000269	4	185	PMID:14598172		antiport with malate IF
CITtbm	Transport, mitochondrial	citrate transport, mitochondrial		3A0000269	4	185	PMID:14598172		antiport with PEP IF
CK	Urea cycle	ATP Creatine kinase		3A0000269	4	176	PMID:1917943,PMID:2914937	2.7.3.2	kegg C02305 MJC
CKc	Urea cycle	ATP Creatine kinase (c)		3A0000269	4	176	PMID:2883200,PMID:3034271	2.7.3.2	kegg C02305 MJC SAB c
CLFORtex	Transport, extracellular	chloride transport via formate countertransport		3A0000304	2	185	PMID:12759755		SAB
CLHCO3tex2	Transport, extracellular	chloride transport via bicarbonate countertransport (2:1)		3A0000304	2	185	PMID:12759755		SAB
CLI2tex	Transport, extracellular	chloride transport via iodide countertransport		3A0000304	2	185	PMID:12759755		SAB
CLOHtex2	Transport, extracellular	chloride transport via hydroxide countertransport (2:1)		3A0000304	2	185	PMID:12759755		SAB
CLOXAtex2	Transport, extracellular	chloride transport via oxalate countertransport (2:1)		3A0000304	2	185	PMID:12759755		SAB
CLPNDCOAtx	Transport, peroxisomal	fatty acid intracellular transport		3A0000000	2	185			interaction between peroxisomes and ER (some enzymes on the outer membrane) NJ
CLPNDCPT1	Fatty acid oxidation	carnitine O-palmitoyltransferase		3A0000000	4	176		2.3.1.21	NJ
CLPNDCPT2	Fatty acid oxidation	carnitine transferase		3A0000000	4	176			NJ
CLPNDCRNt	Fatty acid oxidation	transport into the mitochondria (carnitine)		3A0000000	4	185			NJ
CLPNDt	Transport, extracellular	fatty acid transport via diffusion		3A0000000	2	185	PMID:11788354,PMID:12864740		NJ
CLS_hs	Glycerophospholipid metabolism	cardiolipin synthase (homo sapiens)		3A0000000	0	176	PMID:10799718		NJ
CMPACNAtg	Transport, golgi apparatus	CMP-Sia Golgi transport via CMP antiport		3A0000269	4	185	PMID:12759756,PMID:9010752,PMID:9644260		NCD
CMPACNAtn	Transport, nuclear	CMP-Sia nuclear export		3A0000000	2	185			NCD
CMPSAS	Aminosugar metabolism	CMP sialic acid synthase		3A0000304	2	176	PMID:9689047	2.7.7.43	NCD
CMPSASn	Aminosugar metabolism	CMP sialic acid synthase, nuclear		3A0000304	2	176	PMID:9689047	2.7.7.43	NCD
CO2t	Transport, extracellular	CO2 transporter via diffusion		3A0000000	1	185			tv renamed from CO2TPr to CO2t NCD
CO2ter	Transport, endoplasmic reticular	CO2 endoplasmic reticular transport via diffusion		3A0000000	1	185			NCD
CO2tg	Transport, golgi apparatus	CO2 Golgi transport		3A0000000	1	185			NCD
CO2tm	Transport, mitochondrial	CO2 transport (diffusion), mitochondrial		3A0000000	4	185	PMID:3081508		IF
CO2tn	Transport, nuclear	CO2 nuclear transport via diffusion		3A0000000	1	185			NCD
CO2tp	Transport, peroxisomal	CO2 peroxisomal transport		3A0000000	1	185			NCD
COAtg	Transport, golgi apparatus	CoA transport in Golgi via diffusion		3A0000000	1	185			
COAtl	Transport, lysosomal	CoA transport in lysosome via diffusion		3A0000000	2	185	PMID:6313022		IT
COAtm	Transport, mitochondrial	CoA transporter		3A0000269	4	185	PMID:14598172		TV May not a &quot;real&quot; transporter, use in heart mitochondria model only
COAtn	Transport, nuclear	coenzyme A transport, nuclear		3A0000000	2	185			NCD
COAtp	Transport, peroxisomal	coenzyme A transport, peroxisomal		3A0000000	1	185			NCD
COAtr	Transport, endoplasmic reticular	COA transporter, endoplasmic reticulum		3A0000000	1	185			diffusion NJ
COKECBESr	Alkaloid synthesis	Carboxylesterase (cocaine) (er)		3A0000269	4	176	PMID:9169443	3.1.1.1	SAB
COQ3m	Ubiquinone synthesis	methyltransferase COQ3		3A0000269	4	176	PMID:10777520,PMID:11051212,PMID:1965190,PMID:7380842		_2.1.1.114 IT
COQ5m	Ubiquinone synthesis	Ubiquinone biosynthesis methyltransferase COQ5		3A0000000	2	176	PMID:10777520,PMID:1965190,PMID:7380842		_2.1.1.- IT
COQ6m	Ubiquinone synthesis	Ubiquinone biosynthesis monooxgenase COQ6		3A0000269	4	176	PMID:11051212,PMID:1965190,PMID:7380842		_1.13.12.- IT
COQ7m	Ubiquinone synthesis	Ubiquinone biosynthesis COQ7		3A0000269	4	176	PMID:11051212,PMID:1965190,PMID:7380842		_1.14.13.- IT
CORE2GTg	O-glycan synthesis	Core 2 acetylglucosaminyltransferase, Golgi apparatus		3A0000000	0	176	PMID:10753916,PMID:9915862	2.4.1.102	NCD
CORE3GTg	O-glycan synthesis	Core 3 beta-GlcNAc-transferase, Golgi apparatus		3A0000000	0	176	PMID:11821425	2.4.1.147	NCD
CORE4GTg	O-glycan synthesis	Core 4 beta6-GalNAc-transferase, Golgi apparatus		3A0000000	0	176	PMID:9915862	2.4.1.148	NCD
CORE5GTg	O-glycan synthesis	Core 5 alpha-GalNAc-transferase, Golgi apparatus		3A0000000	0	176			EC 2.4.1.- NCD
CORE6GTg	O-glycan synthesis	Core 6 beta-GlcNAc-transferase A, Golgi apparatus		3A0000000	0	176	PMID:9915862	2.4.1.102	NCD
CORE7GTg	O-glycan synthesis	Core 7 alpha-GalNAc-transferase, Golgi apparatus		3A0000000	0	176			EC 2.4.1.- NCD
CORE8GTg	O-glycan synthesis	N-acetylgalactosamine 3-alpha-galactosyltransferase, Golgi apparatus		3A0000000	0	176			EC 2.4.1.- NCD
COt	Transport, extracellular	CO transporter via diffusion		3A0000000	2	185			TDV
COUCOAFm	Ubiquinone synthesis	p-coumaroyl-CoA formation		3A0000000	2	176	PMID:11583838,PMID:12232327	6.2.1.12	IT reaction involved in formation of 4-hydroxybenzoate from tyrosine. (EC 6.2.1.12) .
COUMARINte	Transport, extracellular	xenobiotic transport		3A0000000	2	185			unknown mechanism, related cyp P450 metabolism reactions NJ
CPCTDTX	Glycerophospholipid metabolism	choline-phosphate cytidylyltransferase		3A0000269	4	176		2.7.7.15	SAB
CPPPGO	Heme synthesis	coproporphyrinogen oxidase (O2 required)		3A0000304	2	176	PMID:8407975	1.3.3.3	r0608, JLR
CREATt4_2_r	Transport, extracellular	Creatine transport (sodium symport) (2:1)		3A0000269	4	185	PMID:12719981		SAB
CREATtmdiffir	Urea cycle	Creatine transport to/from mitochondria via diffusion		3A0000000	2	185	PMID:14977199,PMID:3896131		SAB
CRMPte	Transport, extracellular	crmp hs transport		3A0000000	2	185	PMID:15585321		unknown mechanism for transport, may be vesicular/caveolar/other ... intracellular transport and extracellular export mechanisms must exist - see for example: PMID: 15585321 NJ
CRNCAR3tp	Transport, peroxisomal	carnitine-propcarnitine carrier, peroxisomal		3A0000000	0	185			copied from NCD&apos;s CRNCARtp NJ
CRNCARtp	Transport, peroxisomal	carnitine-acetylcarnitine carrier, peroxisomal		3A0000000	0	185			NCD
CRNt	Transport, extracellular	L-carnitine reversible transport		3A0000269	4	185	PMID:12827517,PMID:12883891,PMID:9933568		NCD
CRNtHa	Transport, extracellular	L-carnitine outward transport (H+ antiport)		3A0000269	4	185	PMID:12883891		SAB H+ stoichiometry unknown
CRNtim	Transport, mitochondrial	L-carnitine transport out of mitochondria via diffusion		3A0000269	4	185	PMID:14598172		NCD
CRNtuNa	Transport, extracellular	L-carnitine inward transport by Na+ symport		3A0000269	4	185	PMID:12883891		SAB
CRNtx	Transport, peroxisomal	carnitine transport peroxisome to mitochondria		3A0000000	2	185	PMID:12814641,PMID:15464416		mechanism not currently elucidated NJ
CRTNsyn	Urea cycle	Creatinine synthase		3A0000000	2	176			SAB
CRTSLt	Transport, extracellular	cortisol transport		3A0000000	2	185			
CRTSLtm	Transport, mitochondrial	cortisol intracellular transport		3A0000000	1	185			unknown mechanism NJ
CRTSLtr	Transport, endoplasmic reticular	cortisol intracellular transport		3A0000000	1	185			unknown mechanism NJ
CRTSTRNt	Transport, extracellular	corticosterone  transport		3A0000000	2	185			
CRTSTRNtm	Transport, mitochondrial	corticosterone intracellular transport		3A0000000	1	185			unknown mechanism NJ
CRTSTRNtr	Transport, endoplasmic reticular	corticosterone intracellular transport		3A0000000	1	185			unknown mechanism NJ
CRVNCtr	Transport, extracellular	fatty acid transport via diffusion		3A0000000	2	185	PMID:11788354,PMID:12864740		NJ
CSAPASEly	Chondroitin sulfate degradation	chondroitin sulfate A proteoglycan protease, lysosome (endosome)		3A0000000	1	176	PMID:8993162		Note that this reaction occurs in the endosome during endocytosis, but has been compartmentalized as lysosomal. NCD
CSBPASEly	Chondroitin sulfate degradation	chondroitin sulfate B proteoglycan protease, lysosome (endosome)		3A0000000	1	176	PMID:8993162		Note that this reaction occurs in the endosome during endocytosis, but has been compartmentalized as lysosomal. NCD
CSCPASEly	Chondroitin sulfate degradation	chondroitin sulfate C proteoglycan protease, lysosome (endosome)		3A0000000	1	176	PMID:8993162		Note that this reaction occurs in the endosome during endocytosis, but has been compartmentalized as lysosomal. NCD
CSDPASEly	Chondroitin sulfate degradation	chondroitin sulfate D proteoglycan protease, lysosome (endosome)		3A0000000	1	176	PMID:8993162		Note that this reaction occurs in the endosome during endocytosis, but has been compartmentalized as lysosomal. NCD
CSEPASEly	Chondroitin sulfate degradation	chondroitin sulfate E proteoglycan protease, lysosome (endosome)		3A0000000	1	176	PMID:8993162		Note that this reaction occurs in the endosome during endocytosis, but has been compartmentalized as lysosomal. NCD
CSm	Citric acid cycle	citrate synthase		3A0000134	0	176	PMID:16006620,PMID:9933076	4.1.3.7	IF old EC number (4.1.3.7) is obsolete -- transferred to 2.3.3.1 NCD. Biochemical
CSNAT2m	Fatty acid oxidation	carnitine O-aceyltransferase, mitochondrial		3A0000000	4	176	PMID:11257506,PMID:3759988	2.3.1.7	TDV
CSNAT2x	Fatty acid oxidation	carnitine dimethyl nonanoyl transferase, revsible, peroxisomal		3A0000269	4	176	PMID:15464416,PMID:7829107	2.3.1.7	NJ
CSNAT3x	Fatty acid oxidation	carnitine O-aceyltransferase, peroxisomal		3A0000269	4	176	PMID:7654220,PMID:7829107	2.3.1.7	NJ
CSNATer	Fatty acid oxidation	carnitine O-acetyltransferase, endolasmic reticulum		3A0000254	2	176	PMID:11257506,PMID:3759988	2.3.1.7	mm
CSNATm	Fatty acid oxidation	carnitine O-aceyltransferase, mitochondrial		3A0000269	4	176	PMID:3759988	2.3.1.7	TDV
CSNATp	Fatty acid oxidation	carnitine O-acetyltransferase, reverse direction, peroxisomal		3A0000304	2	176	PMID:7829107	2.3.1.7	NCD
CSNATr	Fatty acid oxidation	carnitine O-acetyltransferase		3A0000000	4	176	PMID:11257506,PMID:7829107	2.3.1.7	IF
CSND	Pyrimidine catabolism	Cytosine deaminase		3A0000000	2	176		3.5.4.1	JLR. Part of a famous suicide gene combination with 5-fluorocytosine
CSNt	Transport, extracellular	cytosine transport via facilated diffusion		3A0000269	4	185	PMID:12006583,PMID:12838422		IT
CSPG_At	Transport, extracellular	chondroitin sulfate A transport, golgi to extracellular		3A0000000	2	185			
CSPG_Atly	Transport, lysosomal	chondroitin sulfate A transport, extracellular to lysosome		3A0000000	2	185			
CSPG_Bt	Transport, extracellular	chondroitin sulfate B transport, golgi to extracellular		3A0000000	2	185			
CSPG_Btly	Transport, lysosomal	chondroitin sulfate B transport, extracellular to lysosome		3A0000000	2	185			
CSPG_Ct	Transport, extracellular	chondroitin sulfate C transport, golgi to extracellular		3A0000000	2	185			
CSPG_Ctly	Transport, lysosomal	chondroitin sulfate C transport, extracellular to lysosome		3A0000000	2	185			
CSPG_Dt	Transport, extracellular	chondroitin sulfate D transport, golgi to extracellular		3A0000000	2	185			
CSPG_Dtly	Transport, lysosomal	chondroitin sulfate D transport, extracellular to lysosome		3A0000000	2	185			
CSPG_Et	Transport, extracellular	chondroitin sulfate E transport, golgi to extracellular		3A0000000	2	185			
CSPG_Etly	Transport, lysosomal	chondroitin sulfate E transport, extracellular to lysosome		3A0000000	2	185			
CTPS1	Nucleotide interconversion	CTP synthase (NH3)		3A0000254	2	176			
CTPS2	Pyrimidine synthesis	CTP synthase (glutamine)		3A0000269	4	176			
CTPtn	Transport, nuclear	CTP diffusion in nucleus		3A0000000	2	185			IT
CYANt	Transport, extracellular	Cyanide transport via diffusion (extracellular to cytosol)		3A0000000	2	185			assumed to be readily diffusible  MM
CYANtm	Transport, mitochondrial	Cyanide transport via diffusion (mitochondrial)		3A0000000	0	185			assumed to be readily diffusible  MM
CYOOm2	Oxidative phosphorylation	cytochrome c oxidase, mitochondrial Complex IV		3A0000000	0	185			proteins
CYOR_u10m	Oxidative phosphorylation	ubiquinol-6 cytochrome c reductase, Complex III		3A0000134	4	185	PMID:10453733,PMID:11047755		INVALID ECO TERM: IFH
CYSALANaEx	Transport, extracellular	L-alanine/L-cysteine Na-dependent exchange (Cys-L in)		3A0000269	4	185	PMID:14530974		SAB  see Kanai and Hediger 2004 (2003), PMID 14530974
CYSASNNaEx	Transport, extracellular	L-cysteine/L-asparagine Na-dependent exchange (Cys-L in)		3A0000269	4	185	PMID:14530974		SAB  see Kanai and Hediger 2004 (2003), PMID 14530974
CYSGLNNaEx	Transport, extracellular	L-cysteine/L-glutamine Na-dependent exchange (Cys-L in)		3A0000269	4	185	PMID:14530974		SAB  see Kanai and Hediger 2004 (2003), PMID 14530974
CYSGLTH	Methionine and cysteine metabolism	Glutathione:cystine oxidoreductase		3A0000000	4	176	PMID:15189131,PMID:932033	1.8.4.4	reaction according to KEGG  MM
CYSGLUexR	Transport, extracellular	L-cysteine/L-glutamine reversible exchanger		3A0000304	2	185	PMID:10734121,PMID:10863037,PMID:14770310		
CYSGLYexR	Transport, extracellular	L-cysteine/glycine reversible exchanger		3A0000000	2	185	PMID:10734121,PMID:10863037,PMID:14770310		Merged CYSGLYexR and CYSGLYex - (May 2011) IT 
CYSLYSL	Methionine and cysteine metabolism	L-Cystine Lysteine-lyase (deaminating)		3A0000000	4	176	PMID:15189131	4.4.1.1	according to reaction in KEGG  MM
CYSO	Taurine and hypotaurine metabolism	cysteine oxidase		3A0000269	4	176	PMID:14514920	1.13.11.20	IT
CYSSERNaEx	Transport, extracellular	L-serine/L-cysteine Na-dependent exchange (Cys-L in)		3A0000269	4	185	PMID:14530974		SAB  see Kanai and Hediger 2004 (2003), PMID 14530974
CYSt4	Transport, extracellular	L-cysteine reversible transport via sodium symport		3A0000304	2	185	PMID:11133652,PMID:12719981		SAB
CYSTA	Methionine and cysteine metabolism	cysteine transaminase		3A0000304	2	176	PMID:15189131,PMID:7113743	2.6.1.3	MM
CYSTAm	Methionine and cysteine metabolism	cysteine transaminase (mitochondrial)		3A0000304	2	176	PMID:15189131,PMID:754189	2.6.1.3	MM
CYStec	Transport, extracellular	L-cysteine transport via diffusion (extracellular to cytosol)		3A0000269	4	185	PMID:14624363,PMID:15659399		SAB
CYSTGL	Methionine and cysteine metabolism	cystathionine g-lyase		3A0000269	4	176	PMID:10727430,PMID:15189131	4.4.1.1	NCD
CYSTGLUex	Transport, extracellular	L-cystine/L-glutamate exchanger		3A0000269	4	185	PMID:14770310		SAB  see PMID 14770310
CYSTHRNaEx	Transport, extracellular	L-cysteine/L-threonine Na-dependent exchange (Cys-L in)		3A0000269	4	185	PMID:14530974		SAB  see Kanai and Hediger 2004 (2003), PMID 14530974
CYSTS	Methionine and cysteine metabolism	cystathionine beta-synthase		3A0000269	4	176	PMID:681363,PMID:9790750	4.2.1.22	NCD
CYSTSERex	Transport, extracellular	L-cystine/glycine exchanger (cystine in)		3A0000269	4	185			SAB  see PMID 14770310
CYTD	Pyrimidine catabolism	cytidine deaminase		3A0000254	2	176	PMID:14744791,PMID:15087440,PMID:7923172,PMID:8001985,PMID:8422236	3.5.4.5	
CYTDK1	Nucleotide interconversion	ATPcytidine 5-phosphotransferase		3A0000254	2	176			
CYTDK2m	Nucleotide interconversion	cytidine kinase (ATP), mitochondrial		3A0000000	1	176			IT
CYTDn	Nucleotide interconversion	cytidine deaminase, nuclear		3A0000254	2	176	PMID:15087440	3.5.4.5	
CYTDt	Transport, extracellular	cytidine facilated transport in cytosol		3A0000269	4	185	PMID:10722669,PMID:12838422		IT
CYTDt4	Transport, extracellular	cytidine transport in via sodium symport		3A0000269	4	185	PMID:12856181		SAB
CYTDtl	Transport, lysosomal	Cytidine facilated transport from lysosome		3A0000269	4	185	PMID:12838422,PMID:15701636,PMID:2925670		IT
