ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR00671,"1,2-diacyl-sn-glycerol acylhydrolase","1,2-diacylglycerol-LD-PS pool[c] + H2O[c] => 1-acylglycerol-LD-PS pool[c] + H+[c] + fatty acid pool[c]",3.1.1.3,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,,,,,kegg.reaction/R02687;vmhreaction/HMR_0671;sbo/SBO:0000176,Acylglycerides metabolism,,,PMID:11812220;PMID:15224187,0
MAR00672,"1,2-diacyl-sn-glycerol acylhydrolase","1,2-diacylglycerol-LD-SM pool[c] + H2O[c] => 1-acylglycerol-LD-SM pool[c] + H+[c] + fatty acid pool[c]",3.1.1.3,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,,,,,kegg.reaction/R02687;vmhreaction/HMR_0672;sbo/SBO:0000176,Acylglycerides metabolism,,,PMID:11812220;PMID:15224187,0
MAR00673,ATP:acylglycerol 3-phosphotransferase,1-acylglycerol-LD-TG1 pool[c] + ATP[c] => ADP[c] + H+[c] + 1-acylglycerol-3P pool[c],2.7.1.94,ENSG00000006530,,,,,kegg.reaction/R02757;vmhreaction/HMR_0673;metanetx.reaction/MNXR107708;sbo/SBO:0000176,Glycerolipid metabolism,,,,0
MAR00674,ATP:acylglycerol 3-phosphotransferase,1-acylglycerol-LD-PC pool[c] + ATP[c] => ADP[c] + H+[c] + 1-acylglycerol-3P pool[c],2.7.1.94,ENSG00000006530,,,,,kegg.reaction/R02757;vmhreaction/HMR_0674;sbo/SBO:0000176,Glycerolipid metabolism,,,,0
MAR00675,ATP:acylglycerol 3-phosphotransferase,1-acylglycerol-LD-PE pool[c] + ATP[c] => ADP[c] + H+[c] + 1-acylglycerol-3P pool[c],2.7.1.94,ENSG00000006530,,,,,kegg.reaction/R02757;vmhreaction/HMR_0675;sbo/SBO:0000176,Glycerolipid metabolism,,,,0
MAR00676,ATP:acylglycerol 3-phosphotransferase,1-acylglycerol-LD-PS pool[c] + ATP[c] => ADP[c] + H+[c] + 1-acylglycerol-3P pool[c],2.7.1.94,ENSG00000006530,,,,,kegg.reaction/R02757;vmhreaction/HMR_0676;sbo/SBO:0000176,Glycerolipid metabolism,,,,0
MAR00677,ATP:acylglycerol 3-phosphotransferase,1-acylglycerol-LD-PI pool[c] + ATP[c] => ADP[c] + H+[c] + 1-acylglycerol-3P pool[c],2.7.1.94,ENSG00000006530,,,,,kegg.reaction/R02757;vmhreaction/HMR_0677;sbo/SBO:0000176,Glycerolipid metabolism,,,,0
MAR00678,ATP:acylglycerol 3-phosphotransferase,1-acylglycerol-LD-SM pool[c] + ATP[c] => ADP[c] + H+[c] + 1-acylglycerol-3P pool[c],2.7.1.94,ENSG00000006530,,,,,kegg.reaction/R02757;vmhreaction/HMR_0678;sbo/SBO:0000176,Glycerolipid metabolism,,,,0
MAR00679,1-acylglycerol acylhydrolase,1-acylglycerol-LD-TG1 pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,,,,,kegg.reaction/R01351;vmhreaction/HMR_0679;rhea/34019;sbo/SBO:0000176,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
MAR00680,1-acylglycerol acylhydrolase,1-acylglycerol-LD-PC pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,,,,,kegg.reaction/R01351;vmhreaction/HMR_0680;rhea/34019;sbo/SBO:0000176,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
MAR00681,1-acylglycerol acylhydrolase,1-acylglycerol-LD-PE pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,,,,,kegg.reaction/R01351;vmhreaction/HMR_0681;rhea/34019;sbo/SBO:0000176,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
MAR00682,1-acylglycerol acylhydrolase,1-acylglycerol-LD-PS pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,,,,,kegg.reaction/R01351;vmhreaction/HMR_0682;rhea/34019;sbo/SBO:0000176,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
MAR00683,1-acylglycerol acylhydrolase,1-acylglycerol-LD-PI pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,,,,,kegg.reaction/R01351;vmhreaction/HMR_0683;rhea/34019;sbo/SBO:0000176,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
MAR00684,1-acylglycerol acylhydrolase,1-acylglycerol-LD-SM pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,,,,,kegg.reaction/R01351;vmhreaction/HMR_0684;rhea/34019;sbo/SBO:0000176,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
MAR00708,,GO3P[c] + H+[c] + NADPH[c] => 1-hexadecylglycerol-3-phosphate[c] + NADP+[c],2.3.1.42,ENSG00000116906,,,,,reactome/R-HSA-75883;vmhreaction/HMR_0708;metanetx.reaction/MNXR125518;sbo/SBO:0000176,Ether lipid metabolism,,,PMID:2335525,0
MAR00710,Isocitrate:NADP+ oxidoreductase (decarboxylating),isocitrate[c] + NADP+[c] <=> AKG[c] + CO2[c] + NADPH[c],1.1.1.42,ENSG00000138413,,,,,kegg.reaction/R00267;bigg.reaction/ICDHyr;vmhreaction/ICDHy;metanetx.reaction/MNXR100781;rhea/19632;rhea/19629;sbo/SBO:0000176,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,,,PMID:10521434;PMID:15173171,0
MAR00715,"dihydroceramide,ferrocytochrome b5:oxygen oxidoreductase (C4-hydroxylating)",dihydroceramide pool[c] + H+[c] + NADPH[c] + O2[c] => H2O[c] + NADP+[c] + phytoceramide pool[c],1.14.-.-,ENSG00000143753 or ENSG00000168350,,,,,kegg.reaction/R06526;reactome/R-HSA-428260;vmhreaction/HMR_0715;metanetx.reaction/MNXR124362;rhea/46364;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:15063729,0
MAR00716,Phytoceramide amidohydrolase,H2O[c] + phytoceramide pool[c] => phytosphingosine[c] + fatty acid pool[c],3.5.1.23,ENSG00000078124 or ENSG00000104763 or ENSG00000167769 or ENSG00000177076 or ENSG00000188611,,,,,kegg.reaction/R06528;reactome/R-HSA-428262;vmhreaction/HMR_0716;metanetx.reaction/MNXR110324;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:11356846,0
MAR00718,2-Hydroxyglutarate:(acceptor) 2-oxidoreductase,AKG[c] + FADH2[c] => 2-hydroxyglutarate[c] + FAD[c],1.1.99.2,ENSG00000087299,,,,,kegg.reaction/R03534;vmhreaction/HMR_0718;metanetx.reaction/MNXR100626;rhea/25261;sbo/SBO:0000176,Butanoate metabolism,,,,0
MAR00719,,AKG[c] + H+[c] + NADH[c] => 2-hydroxyglutarate[c] + NAD+[c],1.1.1.95,ENSG00000092621,,,,,kegg.reaction/R08198;vmhreaction/HMR_0719;metanetx.reaction/MNXR111769;rhea/13449;sbo/SBO:0000176,Butanoate metabolism,,,,0
MAR00723,Fatty-Acyl-Acp Hydrolase,H2O[c] + Cis-Tetradec-7-Enoyl-[Acyl-Carrier Protein] (N-C14:1)[c] <=> (9E)-tetradecenoic acid[c] + [ACP][c] + H+[c],3.1.2.14,ENSG00000152463,,,,,bigg.reaction/FA141ACPHi;vmhreaction/FA141ACPH;metanetx.reaction/MNXR99093;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:9159116,0
MAR00724,Fatty-Acyl-Acp Hydrolase,H2O[c] + Cis-Hexadec-9-Enoyl-[Acyl-Carrier Protein] (N-C16:1)[c] <=> [ACP][c] + H+[c] + palmitolate[c],3.1.2.14,ENSG00000152463,,,,,bigg.reaction/FA161ACPHi;vmhreaction/FA161ACPH;metanetx.reaction/MNXR99103;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:9159116,0
MAR00725,Fatty-Acyl-Acp Hydrolase,H2O[c] + Octadecanoyl-ACP (N-C18:0ACP)[c] <=> [ACP][c] + H+[c] + stearate[c],3.1.2.14,ENSG00000152463,,,,,bigg.reaction/FA180ACPH;vmhreaction/FA180ACPH;metanetx.reaction/MNXR99106;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:9159116,0
MAR00726,Fatty-Acyl-Acp Hydrolase,H2O[c] + Cis-Octadec-11-Enoyl-[Acyl-Carrier Protein] (N-C18:1)[c] <=> [ACP][c] + H+[c] + oleate[c],3.1.2.14,ENSG00000152463,,,,,bigg.reaction/FA181ACPH;vmhreaction/FA181ACPH;metanetx.reaction/MNXR99113;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:9159116,0
MAR00729,Fatty-Acyl-Acp Hydrolase,H2O[c] + Octadecynoyl-ACP (N-C18:2ACP)[c] <=> [ACP][c] + H+[c] + Octadecadienoate (N-C18:2)[c],3.1.2.14,ENSG00000152463,,,,,bigg.reaction/FA182ACPH;vmhreaction/FA182ACPH;metanetx.reaction/MNXR99118;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:9159116,0
MAR00736,ceramide:phosphatidylcholine cholinephosphotransferase,"ceramide pool[c] + PC-LD pool[c] => 1,2-diacylglycerol-LD-PC pool[c] + SM pool[c]",2.7.8.27,ENSG00000164023 or ENSG00000198964,,,,,kegg.reaction/R08969;reactome/R-HSA-429786;vmhreaction/SMS;metanetx.reaction/MNXR124952;rhea/18765;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:17449912;PMID:14685263;PMID:19233134;PMID:4339164;PMID:4817756;PMID:17982138,0
MAR00737,Fatty-Acid- Coenzyme A Ligase,ATP[c] + CoA[c] + elaidate[c] => (2E)-octadecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,ENSG00000151726,,,,,bigg.reaction/FACOAL1813;vmhreaction/FACOAL1813;metanetx.reaction/MNXR99171;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:15292367,0
MAR00738,Palmitoyl-CoA:L-serine C-palmitoyltransferase (decarboxylating),H+[c] + palmitoyl-CoA[c] + serine[c] => 3-dehydrosphinganine[c] + CO2[c] + CoA[c],2.3.1.50,ENSG00000090054 and ENSG00000100596 and ENSG00000172296,,,,,kegg.reaction/R01281;bigg.reaction/SERPT;vmhreaction/SERPT;metanetx.reaction/MNXR104347;rhea/14761;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:17023427;PMID:9363775;PMID:17331073;PMID:11242114;PMID:10722674;PMID:12704216;PMID:1317856,0
MAR00739,Fatty-Acid- Coenzyme A Ligase,ATP[c] + CoA[c] + (2S)-pristanic acid[c] => AMP[c] + PPi[c] + Pristanoyl Coenzyme A[c],6.2.1.3,ENSG00000140284,,,,,bigg.reaction/FACOAL191;vmhreaction/FACOAL191;metanetx.reaction/MNXR99180;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:11591435,0
MAR00741,Sphinganine:NADP+ 3-oxidoreductase,3-dehydrosphinganine[c] + H+[c] + NADPH[c] => NADP+[c] + sphinganine[c],1.1.1.102,ENSG00000119537,,,,,kegg.reaction/R02978;bigg.reaction/3DSPHR;vmhreaction/3DSPHR;metanetx.reaction/MNXR94866;rhea/22642;rhea/22640;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:15328338;PMID:1317856,0
MAR00742,"Fatty-Acid- Coenzyme A Ligase (Butanoate), Mitochondrial",ATP[m] + CoA[m] + butyrate[m] => AMP[m] + butyryl-CoA[m] + PPi[m],6.2.1.2,ENSG00000166743,,,,,bigg.reaction/FACOAL40im;vmhreaction/FACOAL40im;metanetx.reaction/MNXR99200;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:11470804;PMID:3297476,0
MAR00743,Fatty-Acyl Coenzyme A Elongation (N-C18:3CoA),gamma-linolenoyl-CoA[c] + 5 H+[c] + malonyl-CoA[c] + 4 NADPH[c] + O2[c] => CO2[c] + CoA[c] + dihomo-gamma-linolenoyl-CoA[c] + 3 H2O[c] + 4 NADP+[c],2.3.1.86,ENSG00000012660 or ENSG00000118402 or ENSG00000170522 or ENSG00000197977,,,,,bigg.reaction/FAEL183;vmhreaction/FAEL183;metanetx.reaction/MNXR99218;sbo/SBO:0000176,Fatty acid biosynthesis,,,PMID:11138005;PMID:15189125,0
MAR00744,ATP:sphinganine 1-phosphotransferase,ATP[c] + sphinganine[c] => ADP[c] + H+[c] + sphinganine-1-phosphate[c],2.7.1.91,ENSG00000063176 or ENSG00000105516 or ENSG00000176170,,,,,kegg.reaction/R02976;bigg.reaction/SLCBK1;vmhreaction/SLCBK1;metanetx.reaction/MNXR104439;rhea/15465;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:10947957;PMID:10751414;PMID:10802064;PMID:11410609;PMID:2061324,0
MAR00745,Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA),"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + 5 H+[c] + malonyl-CoA[c] + 4 NADPH[c] + O2[c] => (8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + CO2[c] + CoA[c] + 3 H2O[c] + 4 NADP+[c]",2.3.1.86,ENSG00000012660 or ENSG00000118402 or ENSG00000170522 or ENSG00000197977,,,,,bigg.reaction/FAEL184;vmhreaction/FAEL184;metanetx.reaction/MNXR99220;sbo/SBO:0000176,Fatty acid biosynthesis,,,PMID:11138005;PMID:15189125,0
MAR00746,3-sn-phosphatidate phosphohydrolase,H2O[c] + sphinganine-1-phosphate[c] => Pi[c] + sphinganine[c],3.1.3.4,ENSG00000067113 or ENSG00000101577 or ENSG00000132793 or ENSG00000134324 or ENSG00000141934 or ENSG00000162407,,,,,kegg.reaction/R06520;vmhreaction/r0787;metanetx.reaction/MNXR104280;rhea/27514;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:12411432;PMID:12815058;PMID:7575445,0
MAR00747,Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA),"arachidonyl-CoA[c] + 5 H+[c] + malonyl-CoA[c] + 4 NADPH[c] + O2[c] => (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + CO2[c] + CoA[c] + 3 H2O[c] + 4 NADP+[c]",2.3.1.86,ENSG00000012660 or ENSG00000118402 or ENSG00000170522 or ENSG00000197977,,,,,bigg.reaction/FAEL204;vmhreaction/FAEL204;metanetx.reaction/MNXR99222;sbo/SBO:0000176,Fatty acid biosynthesis,,,PMID:11138005;PMID:15189125,0
MAR00748,Sphinganine-1-phosphate pamlmitaldehyde-lyase,ethanolamine-phosphate[c] + hexadecanal[c] => sphinganine-1-phosphate[c],4.1.2.27,ENSG00000166224,,,,,kegg.reaction/R02464;vmhreaction/r0537;vmhreaction/SGPL11c;metanetx.reaction/MNXR104365;rhea/18593;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:8558101;PMID:11018465;PMID:2061324;PMID:5432798,0
MAR00749,Fatty-Acyl Coenzyme A Elongation (N-C20:5CoA),"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + 5 H+[c] + malonyl-CoA[c] + 4 NADPH[c] + O2[c] => (7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + CO2[c] + CoA[c] + 3 H2O[c] + 4 NADP+[c]",2.3.1.86,ENSG00000012660 or ENSG00000118402 or ENSG00000170522 or ENSG00000197977,,,,,bigg.reaction/FAEL205;vmhreaction/FAEL205;metanetx.reaction/MNXR99224;sbo/SBO:0000176,Fatty acid biosynthesis,,,PMID:11138005;PMID:15189125,0
MAR00750,,sphinganine[c] + acyl-CoA pool[c] => CoA[c] + dihydroceramide pool[c] + H+[c],2.3.1.24,ENSG00000090661 or ENSG00000139624 or ENSG00000143418 or ENSG00000154227 or ENSG00000172292 or ENSG00000223802,,,,,vmhreaction/HMR_0750;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:16793762;PMID:16100120;PMID:18165233;PMID:1317856;PMID:9655376,0
MAR00751,Beta Oxidation of Long Chain Fatty Acid,"CoA[m] + H2O[m] + NAD+[m] + 4,8-Dimethylnonanoyl Coenzyme A[m] => acetyl-CoA[m] + 3 H+[m] + NADH[m] + 2,6-Dimethylheptanoyl Coenzyme A[m]",1.3.99.3,ENSG00000117054,,,,,bigg.reaction/FAOXC11;vmhreaction/FAOXC11;metanetx.reaction/MNXR99270;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:9819701,0
MAR00752,Beta Oxidation of Long Chain Fatty Acid,6 CoA[m] + 6 FAD[m] + 6 H2O[m] + myristoyl-CoA[m] + 6 NAD+[m] => 7 acetyl-CoA[m] + 6 FADH2[m] + 6 H+[m] + 6 NADH[m],1.3.99.3,ENSG00000117054 or ENSG00000122971,,,,,bigg.reaction/FAOXC140;vmhreaction/FAOXC140;metanetx.reaction/MNXR99281;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:2565344,0
MAR00753,N-acylsphingosine amidohydrolase,dihydroceramide pool[c] + H2O[c] <=> sphinganine[c] + fatty acid pool[c],3.5.1.23,ENSG00000078124 or ENSG00000104763 or ENSG00000167769 or ENSG00000177076 or ENSG00000188611,,,,,kegg.reaction/R06518;vmhreaction/HMR_0753;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:12133002;PMID:4475632;PMID:5810070,0
MAR00754,,dihydroceramide pool[c] + H+[c] + NADPH[c] + O2[c] => ceramide pool[c] + 2 H2O[c] + NADP+[c],1.14.-.-,ENSG00000143753 or ENSG00000168350,,,,,vmhreaction/RE2675C2;metanetx.reaction/MNXR103716;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:11937514;PMID:9188692;PMID:16137923;PMID:9312549;PMID:9677340;PMID:8449895;PMID:10880336;PMID:10722759;PMID:11937514;PMID:8449895;PMID:11937514;PMID:10722759;PMID:11937514;PMID:8449895;PMID:10880336;PMID:10722759;PMID:10880336,0
MAR00755,Beta Oxidation of Long Chain Fatty Acid (Odd Chain),6 CoA[m] + 6 FAD[m] + 6 H2O[m] + 6 NAD+[m] + pentadecanoyl-CoA[m] => 6 acetyl-CoA[m] + 6 FADH2[m] + 6 H+[m] + 6 NADH[m] + propanoyl-CoA[m],1.3.99.3,ENSG00000117054 or ENSG00000122971,,,,,bigg.reaction/FAOXC150m;vmhreaction/FAOXC150m;metanetx.reaction/MNXR99291;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:2565344,0
MAR00756,Beta Oxidation of Long Chain Fatty Acid,7 CoA[m] + 7 FAD[m] + 7 H2O[m] + 7 NAD+[m] + palmitoyl-CoA[m] => 8 acetyl-CoA[m] + 7 FADH2[m] + 7 H+[m] + 7 NADH[m],1.3.99.3,ENSG00000117054 or ENSG00000122971,,,,,bigg.reaction/FAOXC160;vmhreaction/FAOXC160;metanetx.reaction/MNXR99294;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:2565344;PMID:3035565,0
MAR00757,Beta Oxidation of Long Chain Fatty Acid,4 CoA[m] + 4 FAD[m] + 4 H2O[m] + 4 NAD+[m] + palmitoyl-CoA[m] => 4 acetyl-CoA[m] + 4 FADH2[m] + 4 H+[m] + 4 NADH[m] + octanoyl-CoA[m],4.2.1.74,ENSG00000117054 or ENSG00000122971,,,,,bigg.reaction/FAOXC16080m;vmhreaction/FAOXC16080m;metanetx.reaction/MNXR99297;sbo/SBO:0000176,Fatty acid oxidation,,,,0
MAR00758,acyl-CoA:sphingosine N-acyltransferase,ceramide pool[c] + CoA[c] + H+[c] => sphingosine[c] + acyl-CoA pool[c],2.3.1.24,ENSG00000090661 or ENSG00000139624 or ENSG00000143418 or ENSG00000154227 or ENSG00000172292 or ENSG00000223802,,,,,kegg.reaction/R01496;vmhreaction/HMR_0758;rhea/23768;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:17713573;PMID:1317856;PMID:9655376,0
MAR00760,ATP:ceramide 1-phosphotransferase,ATP[c] + ceramide pool[c] => ADP[c] + ceramide-1P pool[c] + H+[c],2.7.1.138,ENSG00000100422,,,,,kegg.reaction/R01495;reactome/R-HSA-1638845;vmhreaction/CERK;metanetx.reaction/MNXR124175;rhea/17929;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:11956206,0
MAR00761,UDP-glucose:N-acylsphingosine D-glucosyltransferase,ceramide pool[c] + UDP-glucose[c] => glucosylceramide pool[c] + H+[c] + UDP[c],2.4.1.80,ENSG00000148154,,,,,kegg.reaction/R01497;vmhreaction/HMR_0761;rhea/12088;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:10856719,0
MAR00762,D-Glucosyl-N-acylsphingosine glucohydrolase,glucosylceramide pool[c] + H2O[c] => ceramide pool[c] + glucose[c],3.2.1.45,ENSG00000070610 or ENSG00000177628 or ENSG00000249948,,,,,kegg.reaction/R01498;reactome/R-HSA-1861788;vmhreaction/GBA;metanetx.reaction/MNXR124211;rhea/13269;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:12133002;PMID:4475632;PMID:5810070,0
MAR00764,Beta Oxidation Fatty Acid,(2E)-hexadecenoyl-CoA[m] + 4 CoA[m] + 3 FAD[m] + 4 H2O[m] + 4 NAD+[m] => 4 acetyl-CoA[m] + 3 FADH2[m] + 4 H+[m] + 4 NADH[m] + octanoyl-CoA[m],4.2.1.74,ENSG00000117054 or ENSG00000122971,,,,,bigg.reaction/FAOXC161802m;vmhreaction/FAOXC161802m;metanetx.reaction/MNXR99301;sbo/SBO:0000176,Fatty acid oxidation,,,,0
MAR00766,,galactose[e] + glucosylceramide pool[e] => H2O[e] + LacCer pool[e],3.2.1.23,ENSG00000115850 or ENSG00000163521 or ENSG00000170266,,,,,sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:12133002;PMID:4475632;PMID:5810070,0
MAR00767,3-sn-phosphatidate phosphohydrolase,ceramide-1P pool[c] + H2O[c] => ceramide pool[c] + Pi[c],3.1.3.4,ENSG00000067113 or ENSG00000101577 or ENSG00000105520 or ENSG00000117600 or ENSG00000129951 or ENSG00000132793 or ENSG00000134324 or ENSG00000141934 or ENSG00000147535 or ENSG00000162407 or ENSG00000203805,,,,,kegg.reaction/R06522;vmhreaction/HMR_0767;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:8403799,0
MAR00770,,glucosylceramide pool[c] <=> glucosylceramide pool[e],,ENSG00000139433,,,,,vmhreaction/HMR_0770;sbo/SBO:0000185,Transport reactions,,,,0
MAR00772,Beta Oxidation Fatty Acid,4 CoA[m] + 3 FAD[m] + 4 H2O[m] + 4 NAD+[m] + palmitoleoyl-CoA[m] => 4 acetyl-CoA[m] + 3 FADH2[m] + 4 H+[m] + 4 NADH[m] + octanoyl-CoA[m],4.2.1.74,ENSG00000117054 or ENSG00000122971,,,,,bigg.reaction/FAOXC16180m;vmhreaction/FAOXC16180m;metanetx.reaction/MNXR99302;sbo/SBO:0000176,Fatty acid oxidation,,,,0
MAR00773,ATP:sphingosine 1-phosphotransferase,ATP[c] + sphingosine[c] => ADP[c] + H+[c] + sphingosine-1-phosphate[c],2.7.1.91,ENSG00000063176 or ENSG00000105516 or ENSG00000176170,,,,,kegg.reaction/R01926;bigg.reaction/SPHK21c;vmhreaction/SPHK21c;metanetx.reaction/MNXR104485;metanetx.reaction/MNXR107234;rhea/35847;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:10947957;PMID:10751414;PMID:10802064;PMID:11410609;PMID:2061324,0
MAR00774,Beta Oxidation of Long Chain Fatty Acid (Odd Chain),7 CoA[m] + 7 FAD[m] + 7 H2O[m] + heptadecanoyl-CoA[m] + 7 NAD+[m] => 7 acetyl-CoA[m] + 7 FADH2[m] + 7 H+[m] + 7 NADH[m] + propanoyl-CoA[m],1.3.99.3,ENSG00000117054,,,,,bigg.reaction/FAOXC170m;vmhreaction/FAOXC170m;metanetx.reaction/MNXR99312;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:2565344,0
MAR00775,3-sn-phosphatidate phosphohydrolase,H2O[c] + sphingosine-1-phosphate[c] => Pi[c] + sphingosine[c],3.1.3.4,ENSG00000067113 or ENSG00000101577 or ENSG00000132793 or ENSG00000134324 or ENSG00000141934 or ENSG00000162407,,,,,kegg.reaction/R06521;reactome/R-HSA-428696;vmhreaction/HMR_0775;metanetx.reaction/MNXR124367;rhea/27518;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:9705349,0
MAR00776,Beta Oxidation of Long Chain Fatty Acid,CoA[m] + FAD[m] + H2O[m] + NAD+[m] + stearoyl-CoA[m] => acetyl-CoA[m] + FADH2[m] + H+[m] + NADH[m] + palmitoyl-CoA[m],1.3.99.3,ENSG00000117054 or ENSG00000122971,,,,,bigg.reaction/FAOXC180;vmhreaction/FAOXC180;metanetx.reaction/MNXR99313;sbo/SBO:0000176,Fatty acid oxidation,,,PMID:2565344;PMID:3035565,0
MAR00778,Beta Oxidation Fatty Acid,(2E)-octadecenoyl-CoA[m] + 5 CoA[m] + 4 FAD[m] + 5 H2O[m] + 5 NAD+[m] => 5 acetyl-CoA[m] + 4 FADH2[m] + 5 H+[m] + 5 NADH[m] + octanoyl-CoA[m],4.2.1.74,ENSG00000117054 or ENSG00000122971,,,,,bigg.reaction/FAOXC1811601m;vmhreaction/FAOXC1811601m;metanetx.reaction/MNXR99315;sbo/SBO:0000176,Fatty acid oxidation,,,,0
MAR00779,sphingosine-1-phosphate palmitaldehyde-lyase (phosphoethanolamine-forming),sphingosine-1-phosphate[c] => ethanolamine-phosphate[c] + hexadecenal[c],4.1.2.27,ENSG00000166224,,,,,kegg.reaction/R06516;vmhreaction/r0786;metanetx.reaction/MNXR104367;metanetx.reaction/MNXR110314;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:18558101;PMID:11018465;PMID:2061324;PMID:5432798,0
MAR00780,Beta Oxidation Fatty Acid,5 CoA[m] + 4 FAD[m] + 5 H2O[m] + 5 NAD+[m] + 11-Octadecenoyl Coenzyme A[m] => 5 acetyl-CoA[m] + 4 FADH2[m] + 5 H+[m] + 5 NADH[m] + octanoyl-CoA[m],4.2.1.74,ENSG00000117054 or ENSG00000122971,,,,,bigg.reaction/FAOXC1811602m;vmhreaction/FAOXC1811602m;metanetx.reaction/MNXR99316;sbo/SBO:0000176,Fatty acid oxidation,,,,0
MAR00783,3-sn-phosphatidate phosphohydrolase,H2O[e] + sphingosine-1-phosphate[e] => Pi[e] + sphingosine[e],3.1.3.4,ENSG00000067113 or ENSG00000141934 or ENSG00000162407,,,,,kegg.reaction/R06521;reactome/R-HSA-428690;vmhreaction/HMR_0783;metanetx.reaction/MNXR124944;rhea/27518;sbo/SBO:0000176,Sphingolipid metabolism,,,PMID:9705349,0
