id	name	formula	charge	chebiId	keggID	pubChemID	inchiString	hepatoNetID	ehmnId	hmdbId
acnacngalgbside_hs[g]	disialyl galactosylgloboside	C72H121N4O43FULLRCO	-2							
acmanap[c]	N-acetyl-D-mannosamine 6-phosphate(2-)	C8H14NO9P	-2	62165	C04257	21918217	InChI=1S/C8H16NO9P/c1-4(11)9-5(2-10)7(13)8(14)6(12)3-18-19(15,16)17/h2,5-8,12-14H,3H2,1H3,(H,9,11)(H2,15,16,17)/p-2	HC01257	C04257	HMDB01121
pep[c]	Phosphoenolpyruvate	C3H2O6P	-3	44897	C00074	1005	InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)/p-1	HC00076	C00074	HMDB00263
acnamp[c]	N-Acetylneuraminate 9-phosphate	C11H17NO12P	-3	27438	C06241	440962	InChI=1S/C11H20NO12P/c1-4(13)12-7-5(14)2-11(19,10(17)18)24-9(7)8(16)6(15)3-23-25(20,21)22/h5-9,14-16,19H,2-3H2,1H3,(H,12,13)(H,17,18)(H2,20,21,22)/t5-,6+,7+,8+,9+,11?/m0/s1	HC01734	C06241	HMDB06268
man6p[c]	D-Mannose 6-phosphate	C6H11O9P	-2	49728	C00275	65127		HC00246	C00275	HMDB01078
kdnp[c]	2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate	C9H14O12P	-3							
acnam[c]	N-acetylneuraminate	C11H18NO9	-1	45744	C19910	439197	InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/p-1/t5-,6+,7+,8+,9+,11?/m0/s1	HC00244	C00270	HMDB00230
acnam[l]	N-acetylneuraminate	C11H18NO9	-1	45744	C19910	439197	InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/p-1/t5-,6+,7+,8+,9+,11?/m0/s1	HC00244	C00270	HMDB00230
acnam[n]	N-acetylneuraminate	C11H18NO9	-1	45744	C19910	439197	InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/p-1/t5-,6+,7+,8+,9+,11?/m0/s1	HC00244	C00270	HMDB00230
acngalacglcgal14acglcgalgluside_hs[e]	VI3NeuAc-nLc6Cer	C69H118N4O40FULLRCO	-1							
acngalacglcgal14acglcgalgluside_hs[c]	VI3NeuAc-nLc6Cer	C69H118N4O40FULLRCO	-1							
acngalacglcgal14acglcgalgluside_hs[g]	VI3NeuAc-nLc6Cer	C69H118N4O40FULLRCO	-1							
2mbcoa[m]	2-methylbutanoyl-CoA(4-)	C26H40N7O17P3S	-4	15477	C01033		InChI=1S/C26H44N7O17P3S/c1-5-14(2)25(38)54-9-8-28-16(34)6-7-29-23(37)20(36)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-19(49-51(39,40)41)18(35)24(48-15)33-13-32-17-21(27)30-12-31-22(17)33/h12-15,18-20,24,35-36H,5-11H2,1-4H3,(H,28,34)(H,29,37)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)/p-4/t14?,15-,18-,19-,20+,24-/m1/s1	HC00632	C01033	HMDB01041
fad[m]	Flavin adenine dinucleotide oxidized	C27H31N9O15P2	-2	16238	C00016	643975	InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1	HC00026	C00016	HMDB01248
2mb2coa[m]	2-methylcrotonoyl-CoA(4-)	C26H38N7O17P3S	-4	57337	C03345	5280564	InChI=1S/C26H42N7O17P3S/c1-5-14(2)25(38)54-9-8-28-16(34)6-7-29-23(37)20(36)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-19(49-51(39,40)41)18(35)24(48-15)33-13-32-17-21(27)30-12-31-22(17)33/h5,12-13,15,18-20,24,35-36H,6-11H2,1-4H3,(H,28,34)(H,29,37)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)/p-4/b14-5+/t15-,18-,19-,20+,24-/m1/s1	HC01102	C03345	HMDB02054
fadh2[m]	Flavin adenine dinucleotide reduced	C27H33N9O15P2	-2	17877	C01352	446013	InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/p-2/t14-,15+,16+,19-,20+,21+,26+/m0/s1	HC00770	C01352	HMDB01197
btcoa[m]	Butanoyl-CoA	C25H38N7O17P3S	-4	57371	C00136	265	InChI=1S/C25H42N7O17P3S/c1-4-5-16(34)53-9-8-27-15(33)6-7-28-23(37)20(36)25(2,3)11-46-52(43,44)49-51(41,42)45-10-14-19(48-50(38,39)40)18(35)24(47-14)32-13-31-17-21(26)29-12-30-22(17)32/h12-14,18-20,24,35-36H,4-11H2,1-3H3,(H,27,33)(H,28,37)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/p-4/t14-,18-,19-,20+,24-/m1/s1	HC00134	C00136	HMDB01088
ivcoa[m]	Isovaleryl-CoA	C26H40N7O17P3S	-4	57345	C02939	439855	InChI=1S/C26H44N7O17P3S/c1-14(2)9-17(35)54-8-7-28-16(34)5-6-29-24(38)21(37)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-20(49-51(39,40)41)19(36)25(48-15)33-13-32-18-22(27)30-12-31-23(18)33/h12-15,19-21,25,36-37H,5-11H2,1-4H3,(H,28,34)(H,29,38)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)/p-4/t15-,19-,20-,21+,25-/m1/s1	HC01021	C02939	HMDB01113
3mb2coa[m]	3-methylbut-2-enoyl-CoA(4-)	C26H38N7O17P3S	-4	15486	C03069		InChI=1S/C26H42N7O17P3S/c1-14(2)9-17(35)54-8-7-28-16(34)5-6-29-24(38)21(37)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-20(49-51(39,40)41)19(36)25(48-15)33-13-32-18-22(27)30-12-31-23(18)33/h9,12-13,15,19-21,25,36-37H,5-8,10-11H2,1-4H3,(H,28,34)(H,29,38)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)/p-4/t15-,19-,20-,21+,25-/m1/s1	HC01047	C03069	HMDB01493
ibcoa[m]	isobutyryl-CoA(4-)	C25H38N7O17P3S	-4	15479	C00630	3036931	InChI=1S/C25H42N7O17P3S/c1-13(2)24(37)53-8-7-27-15(33)5-6-28-22(36)19(35)25(3,4)10-46-52(43,44)49-51(41,42)45-9-14-18(48-50(38,39)40)17(34)23(47-14)32-12-31-16-20(26)29-11-30-21(16)32/h11-14,17-19,23,34-35H,5-10H2,1-4H3,(H,27,33)(H,28,36)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/p-4/t14-,17-,18-,19+,23-/m1/s1	HC00462	C00630	HMDB01243
2mp2coa[m]	2-Methylprop-2-enoyl-CoA	C25H36N7O17P3S	-4	27754	C03460		InChI=1S/C25H40N7O17P3S/c1-13(2)24(37)53-8-7-27-15(33)5-6-28-22(36)19(35)25(3,4)10-46-52(43,44)49-51(41,42)45-9-14-18(48-50(38,39)40)17(34)23(47-14)32-12-31-16-20(26)29-11-30-21(16)32/h11-12,14,17-19,23,34-35H,1,5-10H2,2-4H3,(H,27,33)(H,28,36)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/p-4/t14-,17-,18-,19+,23-/m1/s1	HC01122	C03460	HMDB01011
o2[x]	O2	O2	0	15379	C00007	977	InChI=1S/O2/c1-2	HC00017	C00007	HMDB01377
h2o2[x]	Hydrogen peroxide	H2O2	0	16240	C00027	784	InChI=1S/H2O2/c1-2/h1-2H	HC00036	C00027	HMDB03125
hdd2coa[x]	trans-Hexadec-2-enoyl-CoA	C37H60N7O17P3S	-4	61526	C05272	46173176	InChI=1S/C37H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h16-17,24-26,30-32,36,47-48H,4-15,18-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/p-4/b17-16+/t26-,30-,31-,32+,36-/m1/s1	HC01411	C05272	HMDB03945
ACP[c]	acyl carrier protein	C11H21N2O7PRS	-1	18359				HC00207	C00229	
acACP[c]	Acetyl-ACP	C13H23N2O8PRS	-1					HC01204		
acorn[c]	N(2)-acetyl-L-ornithine	C7H14N2O3	0	16543	C00437	439232	InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1		C00437	HMDB03357
orn[c]	Ornithine	C5H13N2O2	1	15729	C00077	6262	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/p+1			HMDB00214
icit[c]	Isocitrate	C6H5O7	-3	30887	C00311	1198	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3	HC00266	C00311	HMDB00193
cit[m]	Citrate	C6H5O7	-3	30769	C00158	311	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3	HC00153	C00158	HMDB00094
icit[m]	Isocitrate	C6H5O7	-3	30887	C00311	1198	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3	HC00266	C00311	HMDB00193
dhcholoylcoa[x]	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA	C48H74N7O19P3S	-4	27393	C05447	5280796	InChI=1S/C48H78N7O19P3S/c1-26(30-10-11-31-36-32(13-16-48(30,31)6)47(5)15-12-29(56)20-28(47)21-33(36)57)8-7-9-27(2)45(62)78-19-18-50-35(58)14-17-51-43(61)40(60)46(3,4)23-71-77(68,69)74-76(66,67)70-22-34-39(73-75(63,64)65)38(59)44(72-34)55-25-54-37-41(49)52-24-53-42(37)55/h9,24-26,28-34,36,38-40,44,56-57,59-60H,7-8,10-23H2,1-6H3,(H,50,58)(H,51,61)(H,66,67)(H,68,69)(H2,49,52,53)(H2,63,64,65)/t26-,28+,29-,30-,31+,32+,33-,34-,36+,38-,39-,40+,44-,47+,48-/m1/s1			HMDB06895
fadh2[x]	Flavin adenine dinucleotide reduced	C27H33N9O15P2	-2	17877	C01352	446013	InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/p-2/t14-,15+,16+,19-,20+,21+,26+/m0/s1	HC00770	C01352	HMDB01197
fad[x]	Flavin adenine dinucleotide oxidized	C27H31N9O15P2	-2	16238	C00016	643975	InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1	HC00026	C00016	HMDB01248
thcholoylcoa[x]	3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	C48H76N7O20P3S	-4	27403	C05448	46224536	InChI=1S/C48H80N7O20P3S/c1-25(29-8-9-30-36-31(12-15-48(29,30)6)47(5)14-11-28(56)19-27(47)20-33(36)58)7-10-32(57)26(2)45(63)79-18-17-50-35(59)13-16-51-43(62)40(61)46(3,4)22-72-78(69,70)75-77(67,68)71-21-34-39(74-76(64,65)66)38(60)44(73-34)55-24-54-37-41(49)52-23-53-42(37)55/h23-34,36,38-40,44,56-58,60-61H,7-22H2,1-6H3,(H,50,59)(H,51,62)(H,67,68)(H,69,70)(H2,49,52,53)(H2,64,65,66)/t25-,26?,27+,28-,29-,30+,31+,32?,33-,34-,36+,38-,39-,40+,44-,47+,48-/m1/s1			HMDB12456
h2o[x]	Water	H2O	0	15377	C00001	962	InChI=1S/H2O/h1H2	HC00011	C00001	HMDB02111
cholcoas[x]	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)	C48H76N7O20P3S	-4	15493	C05448	15942888	InChI=1S/C48H80N7O20P3S/c1-25(29-10-11-30-36-31(20-34(58)48(29,30)6)47(5)14-12-28(56)18-27(47)19-32(36)57)8-7-9-26(2)45(63)79-17-16-50-35(59)13-15-51-43(62)40(61)46(3,4)22-72-78(69,70)75-77(67,68)71-21-33-39(74-76(64,65)66)38(60)44(73-33)55-24-54-37-41(49)52-23-53-42(37)55/h23-34,36,38-40,44,56-58,60-61H,7-22H2,1-6H3,(H,50,59)(H,51,62)(H,67,68)(H,69,70)(H2,49,52,53)(H2,64,65,66)/t25-,26+,27+,28-,29-,30+,31+,32-,33-,34+,36+,38-,39-,40+,44-,47+,48-/m1/s1			HMDB02178
cholcoads[x]	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA	C48H74N7O20P3S	-4	27505	C05460	5280797	InChI=1S/C48H78N7O20P3S/c1-25(29-10-11-30-36-31(20-34(58)48(29,30)6)47(5)14-12-28(56)18-27(47)19-32(36)57)8-7-9-26(2)45(63)79-17-16-50-35(59)13-15-51-43(62)40(61)46(3,4)22-72-78(69,70)75-77(67,68)71-21-33-39(74-76(64,65)66)38(60)44(73-33)55-24-54-37-41(49)52-23-53-42(37)55/h9,23-25,27-34,36,38-40,44,56-58,60-61H,7-8,10-22H2,1-6H3,(H,50,59)(H,51,62)(H,67,68)(H,69,70)(H2,49,52,53)(H2,64,65,66)/t25-,27+,28-,29-,30+,31+,32-,33-,34+,36+,38-,39-,40+,44-,47+,48-/m1/s1	HC01466	C05460	HMDB06889
fmn[c]	FMN	C17H19N4O9P	-2	17621	C00061	643976	InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H3,20,25,26,27,28,29)/p-3/t11-,12+,14-/m0/s1	HC00064	C00061	HMDB01520
ribflv[c]	Riboflavin	C17H20N4O6	0	17015	C00255	493570				HMDB00244
acrn[c]	O-acetylcarnitine	C9H17NO4	0	15960	C02571		InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1	HC00966	C02571	HMDB00201
acrn[m]	O-acetylcarnitine	C9H17NO4	0	15960	C02571		InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1	HC00966	C02571	HMDB00201
ac[m]	acetate	C2H3O2	-1	15366	C00033	176	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1	HC00042	C00033	HMDB00042
5moxact[c]	5-Methoxyindoleacetate	C11H10NO3	-1	235589	C05660	18986	InChI=1/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14)		C05660	HMDB04096
Nacsertn[c]	N-acetylserotonin	C12H14N2O2	0	17697	C00978	903	InChI=1S/C12H14N2O2/c1-8(15)13-5-4-9-7-14-12-3-2-10(16)6-11(9)12/h2-3,6-7,14,16H,4-5H2,1H3,(H,13,15)		C00978	HMDB01238
melatn[c]	melatonin	C13H16N2O2	0	16796	C01598	896	InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)		C01598	HMDB01389
ac[g]	acetate	C2H3O2	-1	15366	C00033	176	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1	HC00042	C00033	HMDB00042
acetol[c]	hydroxyacetone	C3H6O2	0	27957	C05235	8299	InChI=1S/C3H6O2/c1-3(5)2-4/h4H,2H2,1H3			HMDB06961
13dpg[c]	3-Phospho-D-glyceroyl phosphate	C3H4O10P2	-4	16001	C00236	439191	1/C3H8O10P2/c4-2(1-12-14(6,7)8)3(5)13-15(9,10)11/h2,4H,1H2,(H2,6,7,8)(H2,9,10,11)/t2-/m1/s1/f/h6-7,9-10H	HC00214	C00236	HMDB01270
3pg[c]	3-Phospho-D-glycerate	C3H4O7P	-3	17794	C00597	439183	InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/p-3/t2-/m1/s1	HC00186	C00197	HMDB00807
adn[c]	Adenosine	C10H13N5O4	0	16335	C00212	60961	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	HC00196	C00212	HMDB00050
ins[c]	Inosine	C10H12N4O5	0	17596	C00294	6021	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	HC00255	C00294	HMDB00195
adn[e]	Adenosine	C10H13N5O4	0	16335	C00212	60961	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	HC00196	C00212	HMDB00050
ins[e]	Inosine	C10H12N4O5	0	17596	C00294	6021	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	HC00255	C00294	HMDB00195
nh4[e]	Ammonium	H4N	1	28938	C00014	223	InChI=1S/H3N/h1H3/p+1	HC00765	C01342	HMDB00051
ade[e]	Adenine	C5H5N5	0	16708	C00147	190	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	HC00144	C00147	HMDB00034
ade[c]	Adenine	C5H5N5	0	16708	C00147	190	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	HC00144	C00147	HMDB00034
ade[l]	Adenine	C5H5N5	0	16708	C00147	190	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	HC00144	C00147	HMDB00034
adhap_hs[c]	acyl-dihydroxyacetone phosphate	C3H4O6PFULLRCO	-2	22231						
adhap_hs[x]	acyl-dihydroxyacetone phosphate	C3H4O6PFULLRCO	-2	22231						
gtp[c]	GTP	C10H12N5O14P3	-4	15996	C00044	6830	InChI=1S/C10H16N5O14P3/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(27-9)1-26-31(22,23)29-32(24,25)28-30(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H,24,25)(H2,19,20,21)(H3,11,13,14,18)/p-4/t3-,5-,6-,9-/m1/s1	HC00051	C00044	HMDB01273
gdp[c]	GDP	C10H12N5O11P2	-3	17552	C00035	8977	InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/p-3/t3-,5-,6-,9-/m1/s1	HC00043	C00035	HMDB01201
gtp[m]	GTP	C10H12N5O14P3	-4	15996	C00044	6830	InChI=1S/C10H16N5O14P3/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(27-9)1-26-31(22,23)29-32(24,25)28-30(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H,24,25)(H2,19,20,21)(H3,11,13,14,18)/p-4/t3-,5-,6-,9-/m1/s1	HC00051	C00044	HMDB01273
gdp[m]	GDP	C10H12N5O11P2	-3	17552	C00035	8977	InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/p-3/t3-,5-,6-,9-/m1/s1	HC00043	C00035	HMDB01201
damp[c]	dAMP(2-)	C10H12N5O6P	-2	17713	C00360	12599	InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/p-2/t5-,6+,7+/m0/s1	HC00304	C00360	HMDB00905
datp[c]	dATP	C10H12N5O12P3	-4	16284	C00131	15993	InChI=1S/C10H16N5O12P3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(25-7)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H,22,23)(H2,11,12,13)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1	HC00129	C00131	HMDB01532
dadp[c]	dADP	C10H12N5O9P2	-3	16174	C00206	188966	InChI=1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(23-7)2-22-26(20,21)24-25(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1	HC00192	C00206	HMDB01508
ametam[c]	S-Adenosylmethioninamine	C14H24N6O3S	2	15625	C01137	439415	InChI=1S/C14H23N6O3S/c1-24(4-2-3-15)5-8-10(21)11(22)14(23-8)20-7-19-9-12(16)17-6-18-13(9)20/h6-8,10-11,14,21-22H,2-5,15H2,1H3,(H2,16,17,18)/q+1/p+1/t8-,10-,11-,14-,24?/m1/s1	HC00683	C01137	HMDB00988
camp[c]	3',5'-cyclic AMP(1-)	C10H11N5O6P	-1	17489	C00575	6076	InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/p-1/t4-,6-,7-,10-/m1/s1	HC00434	C00575	HMDB00058
adn[m]	Adenosine	C10H13N5O4	0	16335	C00212	60961	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	HC00196	C00212	HMDB00050
adpglc[c]	ADP alpha-D-glucoside(2-)	C16H23N5O15P2	-2	15751	C00498	16500	InChI=1S/C16H25N5O15P2/c17-13-7-14(19-3-18-13)21(4-20-7)15-11(26)9(24)6(33-15)2-32-37(28,29)36-38(30,31)35-16-12(27)10(25)8(23)5(1-22)34-16/h3-6,8-12,15-16,22-27H,1-2H2,(H,28,29)(H,30,31)(H2,17,18,19)/p-2/t5-,6-,8-,9-,10+,11-,12-,15-,16-/m1/s1			HMDB06557
g1p[c]	D-Glucose 1-phosphate	C6H11O9P	-2	16077	C00103	65533	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4+,5-,6-/m1/s1	HC00103	C00103	HMDB01586
adpman[c]	ADPmannose	C16H23N5O15P2	-2	28845	C06192	440940	InChI=1S/C16H25N5O15P2/c17-13-7-14(19-3-18-13)21(4-20-7)15-11(26)9(24)6(33-15)2-32-37(28,29)36-38(30,31)35-16-12(27)10(25)8(23)5(1-22)34-16/h3-6,8-12,15-16,22-27H,1-2H2,(H,28,29)(H,30,31)(H2,17,18,19)/t5-,6-,8-,9-,10+,11-,12+,15-,16-/m1/s1			HMDB06369
man1p[c]	D-Mannose 1-phosphate	C6H11O9P	-2	35374	C00636	644175	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5+,6?/m1/s1	HC00466	C00636	HMDB06330
adprib[c]	ADPribose	C15H21N5O14P2	-2	16960	C00301	445794	InChI=1S/C15H23N5O14P2/c16-12-7-13(18-3-17-12)20(4-19-7)14-10(23)8(21)5(32-14)1-30-35(26,27)34-36(28,29)31-2-6-9(22)11(24)15(25)33-6/h3-6,8-11,14-15,21-25H,1-2H2,(H,26,27)(H,28,29)(H2,16,17,18)/p-2/t5-,6-,8-,9-,10-,11-,14-,15?/m1/s1		C00301	HMDB01178
r5p[c]	alpha-D-Ribose 5-phosphate	C5H9O8P	-2	18189	C03736	440101	InChI=1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/t2-,3-,4-,5+/m1/s1	HC00115	C00117	HMDB00618
adprib[m]	ADPribose	C15H21N5O14P2	-2	16960	C00301	445794	InChI=1S/C15H23N5O14P2/c16-12-7-13(18-3-17-12)20(4-19-7)14-10(23)8(21)5(32-14)1-30-35(26,27)34-36(28,29)31-2-6-9(22)11(24)15(25)33-6/h3-6,8-11,14-15,21-25H,1-2H2,(H,26,27)(H,28,29)(H2,16,17,18)/p-2/t5-,6-,8-,9-,10-,11-,14-,15?/m1/s1		C00301	HMDB01178
r5p[m]	alpha-D-Ribose 5-phosphate	C5H9O8P	-2	18189	C03736	440101	InChI=1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/t2-,3-,4-,5+/m1/s1	HC00115	C00117	HMDB00618
adprib[e]	ADPribose	C15H21N5O14P2	-2	16960	C00301	445794	InChI=1S/C15H23N5O14P2/c16-12-7-13(18-3-17-12)20(4-19-7)14-10(23)8(21)5(32-14)1-30-35(26,27)34-36(28,29)31-2-6-9(22)11(24)15(25)33-6/h3-6,8-11,14-15,21-25H,1-2H2,(H,26,27)(H,28,29)(H2,16,17,18)/p-2/t5-,6-,8-,9-,10-,11-,14-,15?/m1/s1		C00301	HMDB01178
