ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR01735,"cholesterol,NADPH-hemoprotein reductase:oxygen oxidoreductase (24-hydroxylating)",cholesterol[c] + H+[c] + NADPH[c] + O2[c] => 24-hydroxycholesterol[c] + H2O[c] + NADP+[c],1.14.13.98,Cyp46a1,,,,,,Bile acid biosynthesis,,,PMID:14640697;PMID:10377398,0
MAR01736,Carnitine Transferase,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[m] + CoA[m] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[m] + L-carnitine[m]",,Cpt2,,,,,,Fatty acid oxidation,,,,0
MAR01737,,"24-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => cholest-5-ene-3beta,7alpha,24(S)-triol[c] + H2O[c] + NADP+[c]",1.14.13.99,Cyp39a1,,,,,,Bile acid biosynthesis,,,PMID:10748047,0
MAR01738,,"cholest-5-ene-3beta,7alpha,24(S)-triol[c] + NAD+[c] => 4-cholesten-7alpha,24(S)-diol-3-one[c] + H+[c] + NADH[c]",1.1.1.181,Hsd3b7,,,,,,Bile acid biosynthesis,,,PMID:12679481;PMID:11067870,0
MAR01739,,"4-cholesten-7alpha,24(S)-diol-3-one[c] + H+[c] + NADPH[c] + O2[c] => 4-cholesten-7alpha,12alpha,24(S)-triol-3-one[c] + H2O[c] + NADP+[c]",1.14.13.95,Cyp8b1,,,,,,Bile acid biosynthesis,,,PMID:10051404,0
MAR01740,,"4-cholesten-7alpha,12alpha,24(S)-triol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one[c] + NADP+[c]",1.3.1.3,Akr1d1,,,,,,Bile acid biosynthesis,,,PMID:7508385,0
MAR01741,,"4-cholesten-7alpha,24(S)-diol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-7alpha,24(S)-diol-3-one[c] + NADP+[c]",1.3.1.3,Akr1d1,,,,,,Bile acid biosynthesis,,,PMID:7508385,0
MAR01742,,"5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[c] + NADP+[c]",1.1.1.50,Akr1c6,,,,,,Bile acid biosynthesis,,,PMID:11158055,0
MAR01743,,"5beta-cholestan-7alpha,24(S)-diol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-3alpha,7alpha,24(S)-triol[c] + NADP+[c]",1.1.1.50,Akr1c6,,,,,,Bile acid biosynthesis,,,PMID:11158055,0
MAR01746,,"5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[m] + H+[m] + NADPH[m] + O2[m] => 5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol[m] + H2O[m] + NADP+[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:1708392;PMID:2019602;PMID:9660774,0
MAR01747,,"5beta-cholestan-3alpha,7alpha,24(S)-triol[m] + H+[m] + NADPH[m] + O2[m] => 5beta-cholestan-3alpha,7alpha,24(S),27-tetrol[m] + H2O[m] + NADP+[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:1708392;PMID:2019602;PMID:9660774,0
MAR01748,,"5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol[m] + H+[m] + NADPH[m] + O2[m] => 3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al[m] + 2 H2O[m] + NADP+[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:1708392;PMID:9660774,0
MAR01749,,"5beta-cholestan-3alpha,7alpha,24(S),27-tetrol[m] + H+[m] + NADPH[m] + O2[m] => 3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al[m] + 2 H2O[m] + NADP+[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:1708392;PMID:9660774,0
MAR01750,,"3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al[m] + NADPH[m] + O2[m] => H2O[m] + NADP+[m] + tetraHCA[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:1708392;PMID:9660774,0
MAR01751,,"3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al[m] + NADPH[m] + O2[m] => 3,7,24THCA[m] + H2O[m] + NADP+[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:1708392;PMID:9660774,0
MAR01754,,ATP[c] + CoA[c] + tetraHCA[c] => 25(R)TetraHCA-CoA[c] + AMP[c] + PPi[c],6.2.1.7,Slc27a2 or Slc27a5,,,,,,Bile acid biosynthesis,,,PMID:10479480;PMID:10749848;PMID:11980911,0
MAR01755,Transport into the Mitochondria (Carnitine),"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[c] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[m]",,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR01756,,"3,7,24THCA[c] + ATP[c] + CoA[c] => 3,7,24THCA-CoA[c] + AMP[c] + PPi[c]",6.2.1.7,Slc27a2 or Slc27a5,,,,,,Bile acid biosynthesis,,,PMID:10479480;PMID:10749848;PMID:11980911,0
MAR01757,Carnitine Transferase,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[m] + CoA[m] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[m] + L-carnitine[m]",,Cpt2,,,,,,Fatty acid oxidation,,,,0
MAR01762,"cholesterol,NADPH:oxygen oxidoreductase (5alpha,6alpha-epoxidizing)",cholesterol[m] + H+[m] + NADPH[m] + O2[m] => 27-hydroxycholesterol[m] + H2O[m] + NADP+[m],1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:1708392,0
MAR01763,Transport into the Mitochondria (Carnitine),"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[c] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[m]",3.6.1.15,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR01765,"cholest-5-ene-3beta,26-diol,[NADPH---hemoprotein reductase]:oxygen oxidoreductase (7alpha-hydroxylating)","27-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => cholest-5-ene-3beta,7alpha,27-triol[c] + H2O[c] + NADP+[c]",1.14.13.100,Cyp7b1,,,,,,Bile acid biosynthesis,,,PMID:10588945,0
MAR01766,,"cholest-5-ene-3beta,7alpha,27-triol[c] + NAD+[c] => 4-cholesten-7alpha,27-diol-3-one[c] + H+[c] + NADH[c]",1.1.1.181,Hsd3b7,,,,,,Bile acid biosynthesis,,,PMID:12679481;PMID:11067870,0
MAR01767,,"4-cholesten-7alpha,27-diol-3-one[c] + H+[c] + NADPH[c] + O2[c] => 4-cholesten-7alpha,12alpha,27-triol-3-one[c] + H2O[c] + NADP+[c]",1.14.13.95,Cyp8b1,,,,,,Bile acid biosynthesis,,,PMID:10051404,0
MAR01768,,"4-cholesten-7alpha,12alpha,27-triol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-7alpha,12alpha,27-triol-3-one[c] + NADP+[c]",1.3.1.3,Akr1d1,,,,,,Bile acid biosynthesis,,,PMID:7508385,0
MAR01769,,"4-cholesten-7alpha,27-diol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-7alpha,27-diol-3-one[c] + NADP+[c]",1.3.1.3,Akr1d1,,,,,,Bile acid biosynthesis,,,PMID:7508385,0
MAR01770,,"5beta-cholestan-7alpha,12alpha,27-triol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[c] + NADP+[c]",1.1.1.50,Akr1c6,,,,,,Bile acid biosynthesis,,,PMID:11158055,0
MAR01771,,"5beta-cholestan-7alpha,27-diol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestane-3alpha,7alpha,26-triol[c] + NADP+[c]",1.1.1.50,Akr1c6,,,,,,Bile acid biosynthesis,,,PMID:11158055,0
MAR01773,Carnitine Transferase,"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[m] + CoA[m] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[m] + L-carnitine[m]",3.6.1.15,Cpt2,,,,,,Fatty acid oxidation,,,,0
MAR01775,Transport into the Mitochondria (Carnitine),"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[c] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[m]",,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR01780,Tetrahydrofolate Transport via Anion Antiport,H2O[c] + THF[e] <=> H2O[e] + THF[c],,Slc19a1,,,,,,Transport reactions,,,PMID:11375437;PMID:14770311,0
MAR01782,Thiamine Monophosphate Transport in via Anion Antiport,H2O[c] + thiamin-P[e] <=> H2O[e] + thiamin-P[c],,Slc19a1,,,,,,Transport reactions,,,PMID:10542220;PMID:14770311,0
MAR01784,cholesterol 26-hydroxylase,cholesterol[m] + H+[m] + NADPH[m] + O2[m] => 26-hydroxycholesterol[m] + H2O[m] + NADP+[m],1.14.99.38,Ch25h,,,,,,Bile acid biosynthesis,,,PMID:9852097,0
MAR01786,cholesterol 26-hydroxylase,cholesterol[c] + H+[c] + NADPH[c] + O2[c] => 26-hydroxycholesterol[c] + H2O[c] + NADP+[c],1.14.99.38,Ch25h,,,,,,Bile acid biosynthesis,,,PMID:9852097,0
MAR01790,,26-hydroxycholesterol[m] + NADP+[m] <=> 3beta-hydroxy-5-cholestenal[m] + H+[m] + NADPH[m],1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:9660774,0
MAR01792,,3beta-hydroxy-5-cholestenal[m] + H2O[m] + NADP+[m] <=> 3beta-hydroxy-5-cholestene-27-oate[m] + 2 H+[m] + NADPH[m],1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:9660774,0
MAR01793,Thiamine Triphosphate Transport in via Anion Antiport,3 H2O[e] + thiamin-PPP[c] => 3 H2O[c] + thiamin-PPP[e],,Slc19a1,,,,,,Transport reactions,,,PMID:10542220;PMID:14770311,0
MAR01794,,"3beta-hydroxy-5-cholestene-27-oate[m] + H+[m] + NADPH[m] + O2[m] => 3beta,7alpha-dihydroxy-5-cholestenoate[m] + H2O[m] + NADP+[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:9660774,0
MAR01796,,"3beta,7alpha-dihydroxy-5-cholestenoate[m] + NADP+[m] => 7alpha-hydroxy-3-oxo-4-cholestenoic acid[m] + H+[m] + NADPH[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:9660774,0
MAR01797,"cholest-5-ene-3beta,26-diol,[NADPH---hemoprotein reductase]:oxygen oxidoreductase (7alpha-hydroxylating)","26-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => cholest-5-ene-3beta,7alpha,27-triol[c] + H2O[c] + NADP+[c]",1.14.13.-,Cyp27a1 or Cyp2e1,,,,,,Bile acid biosynthesis,,,PMID:11181760;PMID:11067870;PMID:11454857,0
MAR01798,"cholest-5-ene-3beta,26-diol,[NADPH---hemoprotein reductase]:oxygen oxidoreductase (7alpha-hydroxylating)","26-hydroxycholesterol[m] + H+[m] + NADPH[m] + O2[m] => cholest-5-ene-3beta,7alpha,27-triol[m] + H2O[m] + NADP+[m]",1.14.13.-,Cyp27a1 or Cyp2e1,,,,,,Bile acid biosynthesis,,,PMID:11181760;PMID:11067870;PMID:11454857,0
MAR01799,Transport into the Mitochondria (Carnitine),"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[c] <=> (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[m]",1.11.1.7,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR01800,"cholest-5-ene-3beta,26-diol,[NADPH---hemoprotein reductase]:oxygen oxidoreductase (7alpha-hydroxylating)","cholest-5-ene-3beta,7alpha,27-triol[m] + H+[m] + 2 NADPH[m] + 2 O2[m] => 3beta,7alpha-dihydroxy-5-cholestenoate[m] + 3 H2O[m] + 2 NADP+[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:9660774,0
MAR01801,Thioredoxin (Ubiquinone 10) Reductase (NADPH),H+[c] + NADPH[c] + ubiquinone[c] => NADP+[c] + ubiquinol[c],1.8.1.9,Txnrd1,,,,,,Miscellaneous,,,PMID:12435734;PMID:8577704;PMID:8999974,0
MAR01802,,"5beta-cholestan-3alpha,7alpha,12alpha-triol[m] + H+[m] + NADPH[m] + O2[m] <=> 5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[m] + H2O[m] + NADP+[m]",1.14.13.-,Cyp27a1 or Cyp2e1,,,,,,Bile acid biosynthesis,,,PMID:9660774;PMID:9660774;PMID:9210654,0
MAR01803,,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[c] + H+[c] + NADH[c] <=> 5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[c] + NAD+[c]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:9660774,0
MAR01804,,"5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[c] + H+[c] + NADPH[c] + O2[c] => 5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol[c] + H2O[c] + NADP+[c]",1.14.13.-,Cyp27a1 or Cyp2e1,,,,,,Bile acid biosynthesis,,,PMID:9210654;PMID:9660774,0
MAR01805,,"5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[m] + H+[m] + NADPH[m] + O2[m] => 5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol[m] + H2O[m] + NADP+[m]",1.14.13.-,Cyp27a1 or Cyp2e1,,,,,,Bile acid biosynthesis,,,PMID:9210654;PMID:9660774,0
MAR01806,,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al[m] + H+[m] + NADH[m] <=> 5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[m] + NAD+[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:9660774,0
MAR01807,,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al[m] + H2O[m] <=> 5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol[m]",1.14.13.15,Cyp27a1,,,,,,Bile acid biosynthesis,,,PMID:9210654;PMID:9660774,0
MAR01808,Thioredoxin (Ubiquinone 10) Reductase (NADH),H+[c] + NADH[c] + ubiquinone[c] => NAD+[c] + ubiquinol[c],1.8.1.9,Txnrd1,,,,,,Miscellaneous,,,PMID:12435734;PMID:8577704;PMID:8999974,0
MAR01812,"Alpha, Alpha-Trehalase",H2O[c] + trehalose[c] => 2 glucose[c],3.2.1.28,Pgghg or Treh,,,,,,Starch and sucrose metabolism,,,,0
MAR01814,Transport into the Mitochondria (Carnitine),tetradecenoylcarnitine(5)[c] <=> tetradecenoylcarnitine(5)[m],2.7.1.28,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR01816,Tyrosinase,"5,6-dihydroxyindole-2-carboxylate[c] => Melanin[c]",,Tyrp1,,,,,,Tyrosine metabolism,,,PMID:9434945,0
MAR01818,UDPglucose:Dolichyl-Phosphate Beta-D-Glucosyltransferase (Liver),dolichyl-phosphate[c] + UDP-glucose[c] => dolichyl-D-glucosyl-phosphate[c] + UDP[c],2.4.1.117,Alg5,,,,,,N-glycan metabolism,,,PMID:8280060,0
MAR01830,,"cholate[c] + H2O[c] + NADP+[c] => 3alpha,12alpha-dihydroxy-5beta-cholanate[c] + H+[c] + NADPH[c] + O2[c]",1.14.13.17,Cyp7a1,,,,,,Bile acid biosynthesis,,,PMID:12393855;PMID:11344576,0
MAR01832,,"3alpha,12alpha-dihydroxy-5beta-cholanate[c] + ATP[c] + CoA[c] => AMP[c] + deoxycholoyl-CoA[c] + PPi[c]",6.2.1.7,Slc27a2 or Slc27a5,,,,,,Bile acid biosynthesis,,,PMID:6639941,0
MAR01835,,CoA[c] + H+[c] + taurodeoxycholate[c] <=> deoxycholoyl-CoA[c] + taurine[c],2.3.1.65,Baat,,,,,,Bile acid biosynthesis,,,PMID:11980911;PMID:11980911;PMID:10884298,0
MAR01838,"lithocholate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6alpha-hydroxylating)",2 H+[c] + lithocholate[c] + NADPH[c] + O2[c] => H2O[c] + hyodeoxycholate[c] + NADP+[c],1.14.13.97,Cyp3a13,,,,,,Bile acid biosynthesis,,,,0
MAR01839,,"H+[c] + lithocholate[c] + NADPH[c] + O2[c] => 3alpha,12alpha-dihydroxy-5beta-cholanate[c] + H2O[c] + NADP+[c]",1.14.13.95,Cyp8b1,,,,,,Bile acid biosynthesis,,,PMID:11980911,0
MAR01841,,ATP[c] + lithocholate[c] + taurine[c] => AMP[c] + H+[c] + PPi[c] + taurolithocholate[c],6.2.1.-;2.3.1.65,Baat,,,,,,Bile acid biosynthesis,,,PMID:11980911;PMID:11980911,0
MAR01843,3'-Phosphoadenylylsulfate:taurolithocholate sulfotransferase,PAPS[c] + taurolithocholate[c] <=> H+[c] + PAP[c] + sulfotaurolithocholate[c],2.8.2.14,Sult2a1 or Sult2a2 or Sult2a3 or Sult2a4 or Sult2a5 or Sult2a6 or Sult2a7,,,,,,Bile acid biosynthesis,,,,0
MAR01844,,ATP[c] + glycine[c] + lithocholate[c] => AMP[c] + glycolithocholate[c] + H+[c] + PPi[c],6.2.1.-;2.3.1.65,Baat,,,,,,Bile acid biosynthesis,,,PMID:11980911;PMID:11980911,0
MAR01846,,glycolithocholate[c] + PAPS[c] => H+[c] + PAP[c] + sulfoglycolithocholate[c],2.8.2.14,Sult2a1 or Sult2a2 or Sult2a3 or Sult2a4 or Sult2a5 or Sult2a6 or Sult2a7,,,,,,Bile acid biosynthesis,,,,0
MAR01847,,H2O[c] + sulfoglycolithocholate[c] => glycolithocholate[c] + H+[c] + sulfate[c],3.1.6.2,Sts,,,,,,Bile acid recycling,,,PMID:1606923;PMID:10049998,0
MAR01852,,glycocholate[c] + lepidimoide[c] <=> glycocholate[e] + lepidimoide[e],,Slc10a1,,,,,,Transport reactions,,,PMID:15975683,0
MAR01853,,ATP[c] + chenodiol[c] + H2O[c] => ADP[c] + chenodiol[e] + H+[c] + Pi[c],,Abcc1 or Abcc2,,,,,,Bile acid recycling,,,PMID:14716480;PMID:15209530;PMID:15297262,0
MAR01855,,Na+[e] + taurocholate[e] => Na+[c] + taurocholate[c],,Slc10a1,,,,,,Transport reactions,,,PMID:6469982,0
MAR01862,,glycocholate[e] + Na+[e] => glycocholate[c] + Na+[c],,Slc10a1 or Slc10a2,,,,,,Bile acid recycling,,,PMID:15297262,0
MAR01863,,glycocholate[e] + 2 Na+[e] => glycocholate[c] + 2 Na+[c],,Slc10a1 or Slc10a2,,,,,,Bile acid recycling,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR01864,,chenodiol[e] + 2 Na+[e] => chenodiol[c] + 2 Na+[c],,Slc10a1 or Slc10a2,,,,,,Bile acid recycling,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR01865,,2 Na+[e] + taurocholate[e] => 2 Na+[c] + taurocholate[c],,Slc10a1 or Slc10a2,,,,,,Bile acid recycling,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR01866,,2 Na+[e] + taurochenodeoxycholate[e] => 2 Na+[c] + taurochenodeoxycholate[c],,Slc10a1 or Slc10a2,,,,,,Bile acid recycling,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR01867,,glycochenodeoxycholate[e] + 2 Na+[e] => glycochenodeoxycholate[c] + 2 Na+[c],,Slc10a1 or Slc10a2,,,,,,Bile acid recycling,,,PMID:11076396;PMID:11819755;PMID:17404808;PMID:6384004,0
MAR01868,,ATP[c] + glycocholate[c] + H2O[c] => ADP[c] + glycocholate[e] + H+[c] + Pi[c],,Abcb11 or Abcc3 or Abcc4 or Slc51a or Slc51b,,,,,,Bile acid recycling,,,PMID:12663868;PMID:17404808;PMID:11076396,2
MAR01870,,ATP[c] + H2O[c] + taurocholate[c] => ADP[c] + H+[c] + Pi[c] + taurocholate[e],,Abcb11 or Abcc3 or Abcc4 or Slc51a or Slc51b,,,,,,Bile acid recycling,,,PMID:12663868;PMID:17404808;PMID:11076396,2
MAR01872,,ATP[c] + H2O[c] + taurochenodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + taurochenodeoxycholate[e],,Abcb11 or Abcc1 or Abcc3 or Abcc4 or Slc51a or Slc51b,,,,,,Bile acid recycling,,,PMID:12663868;PMID:17404808;PMID:11076396,0
MAR01874,,ATP[c] + glycochenodeoxycholate[c] + H2O[c] => ADP[c] + glycochenodeoxycholate[e] + H+[c] + Pi[c],,Abcb11 or Abcc3 or Abcc4 or Slc51a or Slc51b,,,,,,Bile acid recycling,,,PMID:12663868;PMID:17404808;PMID:11076396,0
MAR01875,,cholate[e] + GSH[c] + HCO3-[c] <=> cholate[c] + GSH[e] + HCO3-[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01876,,glycocholate[e] + GSH[c] + HCO3-[c] <=> glycocholate[c] + GSH[e] + HCO3-[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01877,,GSH[c] + HCO3-[c] + taurocholate[e] <=> GSH[e] + HCO3-[e] + taurocholate[c],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01878,,HCO3-[c] + taurocholate[e] => HCO3-[e] + taurocholate[c],,Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2 or Slco4a1,,,,,,Transport reactions,,,,0
MAR01879,,GSH[c] + HCO3-[c] + taurochenodeoxycholate[e] <=> GSH[e] + HCO3-[e] + taurochenodeoxycholate[c],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01880,,cholate[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> cholate[c] + glutathionyl-leukotriene C4[e] + HCO3-[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01881,,cholate[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> cholate[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01882,,cholate[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> cholate[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01883,,glutathionyl-leukotriene C4[c] + glycocholate[e] + HCO3-[c] <=> glutathionyl-leukotriene C4[e] + glycocholate[c] + HCO3-[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01884,,glycocholate[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> glycocholate[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01885,,glycocholate[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> glycocholate[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01886,,chenodiol[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> chenodiol[c] + glutathionyl-leukotriene C4[e] + HCO3-[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01887,,chenodiol[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> chenodiol[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01888,,chenodiol[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> chenodiol[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01889,,glutathionyl-leukotriene C4[c] + HCO3-[c] + taurocholate[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + taurocholate[c],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01890,,HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] + taurocholate[e] <=> HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e] + taurocholate[c],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01891,,HCO3-[c] + S-glutathionyl-ethacrynic acid[c] + taurocholate[e] <=> HCO3-[e] + S-glutathionyl-ethacrynic acid[e] + taurocholate[c],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01892,,glutathionyl-leukotriene C4[c] + HCO3-[c] + taurochenodeoxycholate[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + taurochenodeoxycholate[c],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
MAR01893,,HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] + taurochenodeoxycholate[e] <=> HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e] + taurochenodeoxycholate[c],,Slc7a9 or Slco1a1 or Slco1a4 or Slco1a5 or Slco1b2,,,,,,Bile acid recycling,,,PMID:11076394;PMID:11076396;PMID:14579113,0
