id,name,compartment
MAM01165m,"6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol",m
MAM01166c,6-methylmercaptopurine,c
MAM01167c,6-oxo-prostaglandin E1,c
MAM01168c,6-oxo-prostaglandin F1alpha,c
MAM01169c,6-phospho-D-gluconate,c
MAM01170c,6-pyruvoyltetrahydropterin,c
MAM01171c,6-trans-12-epi-LTB4,c
MAM01171m,6-trans-12-epi-LTB4,m
MAM01172c,6-trans-LTB4,c
MAM01172m,6-trans-LTB4,m
MAM01173c,"7,12-dimethylbenz[a]anthracene 5,6-oxide",c
MAM01174c,"7,12-dimethylbenz[a]anthracene",c
MAM01174e,"7,12-dimethylbenz[a]anthracene",e
MAM01175c,"7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene",c
MAM01176c,"7,8-epoxy-(4Z,10Z)-hexadecadienoic acid",c
MAM01177c,"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one",c
MAM01178c,"7alpha,12alpha-dihydroxycholest-4-en-3-one",c
MAM01180m,7alpha-hydroxy-3-oxo-4-cholestenoic acid,m
MAM01181c,7alpha-hydroxy-5beta-cholestan-3-one,c
MAM01182c,7alpha-hydroxycholest-4-en-3-one,c
MAM01184c,7alpha-hydroxypregnenolone,c
MAM01185m,7-carboxy-alpha-chromanol,m
MAM01186m,7-carboxy-alpha-tocotrienol,m
MAM01187m,7-carboxy-gamma-chromanol,m
MAM01188m,7-carboxy-gamma-tocotrienol,m
MAM01189c,7-dehydrodesmosterol,c
MAM01190c,7-HETE,c
MAM01191c,7-hexadecenoyl-CoA,c
MAM01191m,7-hexadecenoyl-CoA,m
MAM01192c,7-hydroperoxy-H4-neuroprostane,c
MAM01193c,7-hydroxy-D4-neuroprostane,c
MAM01194c,7-hydroxy-E4-neuroprostane,c
MAM01195c,7-hydroxymethyl-12-methylbenz[a]anthracene sulfate,c
MAM01196c,7-hydroxymethyl-12-methylbenz[a]anthracene,c
MAM01197c,7-palmitoleic acid,c
MAM01197e,7-palmitoleic acid,e
MAM01198c,7-peroxy-docosahexaenoate,c
MAM01199m,"8(R)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate",m
MAM01200m,"8(R)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate",m
MAM01201m,"8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate",m
MAM01202c,8(S)-HETE,c
MAM01203c,8(S)-HPETE,c
MAM01204m,"8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate",m
MAM01205m,"8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate",m
MAM01206m,"8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate",m
MAM01207c,"8,11-eicosadienoic acid",c
MAM01207e,"8,11-eicosadienoic acid",e
MAM01208c,"8,9-DHET",c
MAM01209c,"8,9-EET",c
MAM01210c,"8,9-epoxy-(5Z)-tetradecenoic acid",c
MAM01211c,8alpha-hydroxy-gamma-tocopherone,c
MAM01212c,8alpha-hydroxytocopherone,c
MAM01213c,8-HETE,c
MAM01214c,"8-peroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate",c
MAM01215c,8-peroxy-docosahexaenoate,c
MAM01216c,9(10)-EpOME,c
MAM01217c,9(S)-HPODE,c
MAM01218c,"9,10-12,13-diepoxy-octadecanoate",c
MAM01219c,"9,10-epoxy-(6Z,12Z)-octadecadienoic acid",c
MAM01220c,"9,10-hydroxyoctadec-12(Z)-enoate",c
MAM01221c,"9,11,15-trihydroxyprosta-(5Z,13E)-dien-1-oate",c
MAM01222c,"9,11-cycloperoxy-15-hydroperoxy-(5Z,13E)-eicosadienoate",c
MAM01223c,"9,11-cycloperoxy-5-hydroperoxy-(6E,14Z)-eicosadienoate",c
MAM01224c,"9,13-cis-retinoate",c
MAM01225m,9-carboxy-alpha-chromanol,m
MAM01226m,9-carboxy-alpha-tocotrienol,m
MAM01227m,9-carboxy-gamma-chromanol,m
MAM01228m,9-carboxy-gamma-tocotrienol,m
MAM01229c,"9-cis-4-oxo-13,14-dihydro-retinoate",c
MAM01230c,9-cis-retinal,c
MAM01231c,9-cis-retinoate,c
MAM01232c,9-cis-retinol,c
MAM01233c,9-cis-retinoyl-beta-D-glucuronide,c
MAM01234c,9-deoxy-delta12-PGD2,c
MAM01235c,9-eicosenoic acid,c
MAM01235e,9-eicosenoic acid,e
MAM01236c,9-eicosenoyl-CoA,c
MAM01236m,9-eicosenoyl-CoA,m
MAM01237c,9-heptadecenoyl-CoA,c
MAM01237m,9-heptadecenoyl-CoA,m
MAM01238c,9-heptadecylenic acid,c
MAM01238e,9-heptadecylenic acid,e
MAM01239c,9-HETE,c
MAM01240c,9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate,c
MAM01241c,9-hydroxybenzo[a]pyrene,c
MAM01242c,"9-hydroxybenzo[a]pyrene-4,5-oxide",c
MAM01243c,9-hydroxyoctadecadienoate,c
MAM01244c,9-O-acetylated-GD3,c
MAM01244e,9-O-acetylated-GD3,e
MAM01245c,9-O-acetylated-GT3,c
MAM01245e,9-O-acetylated-GT3,e
MAM01246c,"9-peroxy-(5Z,7E,11Z,14Z)-eicosatetraenoate",c
MAM01247c,A2PE,c
MAM01248c,A2PE-H2,c
MAM01249c,acetaldehyde,c
MAM01249m,acetaldehyde,m
MAM01249e,acetaldehyde,e
MAM01250c,acetamidopropanal,c
MAM01251c,acetanilide,c
MAM01252c,acetate,c
MAM01252m,acetate,m
MAM01252e,acetate,e
MAM01253c,acetoacetate,c
MAM01253m,acetoacetate,m
MAM01253e,acetoacetate,e
MAM01254c,acetoacetyl-[ACP],c
MAM01255c,acetoacetyl-CoA,c
MAM01255m,acetoacetyl-CoA,m
MAM01256c,acetone,c
MAM01256m,acetone,m
MAM01256e,acetone,e
MAM01257c,acetyl adenylate,c
MAM01258c,acetyl-[ACP],c
MAM01259c,acetylcarnosine,c
MAM01260c,acetylcholine,c
MAM01260e,acetylcholine,e
MAM01261c,acetyl-CoA,c
MAM01261m,acetyl-CoA,m
MAM01265m,acrylyl-CoA,m
MAM01266c,activated methyl group,c
MAM01267c,activated sulphur,c
MAM01269c,acyl-CoA-bile-PC pool,c
MAM01270c,acyl-CoA-CL pool (liver tissue),c
MAM01271c,acyl-CoA-LD-PC pool (liver tissue),c
MAM01272c,acyl-CoA-LD-PE pool (liver tissue),c
MAM01273c,acyl-CoA-LD-PI pool (liver tissue),c
MAM01274c,acyl-CoA-LD-PS pool (liver tissue),c
MAM01275c,acyl-CoA-LD-SM pool (liver tissue),c
MAM01276c,acyl-CoA-LD-TG2 pool (liver tissue),c
MAM01277c,acyl-CoA-LD-TG3 pool (liver tissue),c
MAM01278c,acylglycerone-phosphate,c
MAM01279c,adenine,c
MAM01279e,adenine,e
MAM01280c,adenosine,c
MAM01280m,adenosine,m
MAM01280e,adenosine,e
MAM01281c,adenylated molybdopterin,c
MAM01282c,adenylosuccinate,c
MAM01283c,adenylyl sulfate,c
MAM01284c,adenylylselenate,c
MAM01285c,ADP,c
MAM01285m,ADP,m
MAM01285e,ADP,e
MAM01286c,ADP-glucose,c
MAM01286e,ADP-glucose,e
MAM01287c,ADP-mannose,c
MAM01287e,ADP-mannose,e
MAM01288c,ADP-ribose,c
MAM01288e,ADP-ribose,e
MAM01289c,ADP-ribose-2-phosphate,c
MAM01289e,ADP-ribose-2-phosphate,e
MAM01290c,adrenaline,c
MAM01290e,adrenaline,e
MAM01291c,adrenic acid,c
MAM01291e,adrenic acid,e
MAM01292c,adrenochrome,c
MAM01293c,adrenochrome-O-semiquinone,c
MAM01294c,aflatoxin B1 dialdehyde,c
MAM01295c,aflatoxin B1 diol,c
MAM01296c,aflatoxin B1,c
MAM01296e,aflatoxin B1,e
MAM01297c,"aflatoxin B1-endo-8,9-epoxide",c
MAM01298c,"aflatoxin B1-exo-8,9-epoxide",c
MAM01298e,"aflatoxin B1-exo-8,9-epoxide",e
MAM01299c,"aflatoxin B1-exo-8,9-epoxide-GSH",c
MAM01300c,aflatoxin M1,c
MAM01301c,"aflatoxin M1-8,9-epoxide",c
MAM01302c,aflatoxin Q1,c
MAM01303c,agmatine,c
MAM01303m,agmatine,m
MAM01303e,agmatine,e
MAM01304c,AICAR,c
MAM01305c,AIR,c
MAM01306c,AKG,c
MAM01306m,AKG,m
MAM01306e,AKG,e
MAM01307c,alanine,c
MAM01307m,alanine,m
MAM01307e,alanine,e
MAM01308c,albumin,c
MAM01308e,albumin,e
MAM01309c,aldosterone,c
MAM01309m,aldosterone,m
MAM01309e,aldosterone,e
MAM01310c,alkylamine,c
MAM01311c,alkyl-glycerone-3-phosphate,c
MAM01312c,allantoate,c
MAM01313c,allantoin,c
MAM01314c,allopregnanolone,c
MAM01315c,alloxan,c
MAM01315e,alloxan,e
MAM01316c,all-trans-decaprenyl-diphosphate,c
MAM01316m,all-trans-decaprenyl-diphosphate,m
MAM01317c,alpha tubulin,c
MAM01318c,"alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde",c
MAM01319c,alpha-[3-(nitrosoamino)propyl]-3-pyridinemethanol,c
MAM01320c,alpha-[3-[(hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol,c
MAM01321c,alpha-CEHC-glucuronide,c
MAM01322c,alpha-D-galactose-1-phosphate,c
MAM01323c,alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol,c
MAM01324c,alpha-GalNAc-globoside,c
MAM01325c,alpha-hydroxyisocaproic acid,c
MAM01326c,alpha-pinene-oxide,c
MAM01326e,alpha-pinene-oxide,e
MAM01327c,alpha-tocopherol,c
MAM01327e,alpha-tocopherol,e
MAM01328c,alpha-tocopheryl hydroquinone,c
MAM01329c,alpha-tocopheryl quinone,c
MAM01330c,alpha-tocotrienol,c
MAM01330e,alpha-tocotrienol,e
MAM01331c,alpha-tocotrienoxyl radical,c
MAM01332c,aminoacetone,c
MAM01332m,aminoacetone,m
MAM01333c,aminochrome-O-semiquinone,c
MAM01334c,AMP,c
MAM01334m,AMP,m
MAM01334e,AMP,e
MAM01335c,anandamide,c
MAM01336c,androstenediol,c
MAM01337c,androsterone sulfate,c
MAM01338c,androsterone,c
MAM01338e,androsterone,e
MAM01339c,androsterone-glucuronide,c
MAM01339e,androsterone-glucuronide,e
MAM01340c,anhydroretinol,c
MAM01341c,aniline,c
MAM01342c,anthranilate,c
MAM01343c,antichymotrypsin,c
MAM01343e,antichymotrypsin,e
MAM01344c,antipyrine,c
MAM01344e,antipyrine,e
MAM01345c,antitrypsin,c
MAM01345e,antitrypsin,e
MAM01346c,APE,c
MAM01347c,apelin-(1-12),c
MAM01348c,apelin-13,c
MAM01349c,apo-[ACP],c
MAM01350c,apoA1,c
MAM01350e,apoA1,e
MAM01351c,apoB100,c
MAM01353c,apoC1,c
MAM01354c,apoC2,c
MAM01355c,apoC3,c
MAM01356c,apoC-lys,c
MAM01356e,apoC-lys,e
MAM01357c,apoC-lys_btn,c
MAM01358c,apocytochrome-C,c
MAM01358m,apocytochrome-C,m
MAM01359c,apoE,c
MAM01360c,apppA,c
MAM01361c,aquacob(III)alamin,c
MAM01361e,aquacob(III)alamin,e
MAM01362c,arachidonate,c
MAM01362e,arachidonate,e
MAM01363c,arachidonyl-carnitine,c
MAM01363m,arachidonyl-carnitine,m
MAM01364c,arachidonyl-CoA,c
MAM01364m,arachidonyl-CoA,m
MAM01365c,arginine,c
MAM01365m,arginine,m
MAM01365e,arginine,e
MAM01366c,argininosuccinate,c
MAM01367c,arsenite,c
MAM01368c,ascorbate,c
MAM01368e,ascorbate,e
MAM01369c,asparagine,c
MAM01369m,asparagine,m
MAM01369e,asparagine,e
MAM01370c,aspartate,c
MAM01370m,aspartate,m
MAM01370e,aspartate,e
MAM01371c,ATP,c
MAM01371m,ATP,m
MAM01371e,ATP,e
MAM01372c,azelaic acid,c
MAM01373c,behenic acid,c
MAM01373e,behenic acid,e
MAM01374c,benzo[a]pyrene,c
MAM01374e,benzo[a]pyrene,e
MAM01375c,"benzo[a]pyrene-4,5-oxide",c
MAM01376c,"benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide",c
MAM01377c,"benzo[a]pyrene-7,8-diol",c
MAM01378c,"benzo[a]pyrene-7,8-oxide",c
MAM01379c,"benzo[a]pyrene-9,10-oxide",c
MAM01380c,benzoate,c
MAM01381c,benzothiazine,c
MAM01383c,beta-alanine,c
MAM01383m,beta-alanine,m
MAM01383e,beta-alanine,e
MAM01384c,beta-carboline,c
MAM01385c,beta-carotene,c
MAM01385e,beta-carotene,e
MAM01386c,beta-casomorphin (1-6),c
MAM01387c,beta-casomorphin,c
MAM01388c,beta-D-glucose,c
MAM01390c,beta-D-mannosyldiacetylchitobiosyldiphosphodolichol,c
MAM01391c,beta-GalNAc-globoside,c
MAM01392c,beta-hydroxy-beta-methylbutyrate,c
MAM01393c,betaine,c
MAM01393m,betaine,m
MAM01393e,betaine,e
MAM01394c,betaine_aldehyde,c
MAM01394m,betaine_aldehyde,m
MAM01395c,bile-PC pool,c
MAM01395e,bile-PC pool,e
MAM01396c,bilirubin,c
MAM01396e,bilirubin,e
MAM01397c,bilirubin-bisglucuronoside,c
MAM01397e,bilirubin-bisglucuronoside,e
MAM01398c,bilirubin-monoglucuronoside,c
MAM01398e,bilirubin-monoglucuronoside,e
MAM01399c,biliverdin,c
MAM01400c,biocytin,c
MAM01400e,biocytin,e
MAM01401c,biotin,c
MAM01401e,biotin,e
MAM01402c,biotinyl-5-AMP,c
MAM01403c,bromobenzene,c
MAM01403e,bromobenzene,e
MAM01404c,"bromobenzene-2,3-dihydrodiol",c
MAM01405c,"bromobenzene-2,3-oxide",c
MAM01406c,"bromobenzene-3,4-dihydrodiol",c
MAM01407c,"bromobenzene-3,4-oxide",c
MAM01408c,bufotenine,c
MAM01409c,but-2-enoyl-[ACP],c
MAM01410c,butyrate,c
MAM01410e,butyrate,e
MAM01411c,butyryl-[ACP],c
MAM01412c,butyryl-CoA,c
MAM01412m,butyryl-CoA,m
MAM01413c,Ca2+,c
MAM01413e,Ca2+,e
MAM01414c,caffeate,c
MAM01415c,calcidiol,c
MAM01415m,calcidiol,m
MAM01415e,calcidiol,e
MAM01416c,calcitetrol,c
MAM01416m,calcitetrol,m
MAM01417c,calcitriol,c
MAM01417m,calcitriol,m
MAM01418c,calcitroic acid,c
MAM01418m,calcitroic acid,m
MAM01418e,calcitroic acid,e
MAM01419c,cAMP,c
MAM01419e,cAMP,e
MAM01420c,carbamoyl-phosphate,c
MAM01420m,carbamoyl-phosphate,m
MAM01422c,carboxybiotin-carboxyl-carrier,c
MAM01422m,carboxybiotin-carboxyl-carrier,m
MAM01423c,carnosine,c
MAM01424c,CDP,c
MAM01424m,CDP,m
MAM01424e,CDP,e
MAM01425c,CDP-choline,c
MAM01426m,CDP-diacylglycerol-CL pool,m
MAM01427c,CDP-diacylglycerol-LD-PI pool,c
MAM01428c,CDP-ethanolamine,c
MAM01429c,CDP-glycerol,c
MAM01430c,ceramide pool,c
MAM01431c,ceramide-1P pool,c
MAM01432c,cerotic acid,c
MAM01432e,cerotic acid,e
MAM01433c,cGMP,c
MAM01433e,cGMP,e
MAM01434c,chenodeoxycholoyl-CoA,c
MAM01435c,chenodiol,c
MAM01435e,chenodiol,e
MAM01436c,chitin(n-1),c
MAM01437c,chitin,c
MAM01438c,chitin-component,c
MAM01438e,chitin-component,e
MAM01439e,chitobiose,e
MAM01440c,chloral hydrate,c
MAM01441c,chloral,c
MAM01442c,chloride,c
MAM01442e,chloride,e
MAM01443c,chloroacetic acid,c
MAM01444c,chloroacetyl chloride,c
MAM01445c,cholate,c
MAM01445e,cholate,e
MAM01446c,"cholest-5-ene-3beta,7alpha,24(S)-triol",c
MAM01448c,"cholest-5-ene-3beta,7alpha,27-triol",c
MAM01448m,"cholest-5-ene-3beta,7alpha,27-triol",m
MAM01449c,cholestenol,c
MAM01450c,cholesterol,c
MAM01450m,cholesterol,m
MAM01450e,cholesterol,e
MAM01451c,cholesterol-ester pool,c
MAM01451e,cholesterol-ester pool,e
MAM01511c,cholesterol-STAR,c
MAM01511m,cholesterol-STAR,m
MAM01512c,cholesterol-sulfate,c
MAM01513c,choline,c
MAM01513m,choline,m
MAM01513e,choline,e
MAM01514c,choloyl-CoA,c
MAM01517e,chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan,e
MAM01525e,chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan,e
MAM01533e,chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan,e
MAM01543e,chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan,e
MAM01554e,"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",e
MAM01569e,chylomicron remnant,e
MAM01570e,chylomicron,e
MAM01571c,cimetidine,c
MAM01571e,cimetidine,e
MAM01572c,cinnavalininate,c
MAM01573m,cis-(3S)-hydroxytetradec-5-enoyl-CoA,m
MAM01574m,cis-(3S)-hydroxytetradec-7-enoyl-CoA,m
MAM01575m,"cis,cis-3,6-dodecadienoyl-CoA",m
MAM01576m,"cis,cis-myristo-5,8-dienoyl-CoA",m
MAM01577m,"cis,cis-palmito-7,10-dienoyl-CoA",m
MAM01579m,"cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA",m
MAM01580c,cis-aconitate,c
MAM01580m,cis-aconitate,m
MAM01582c,cis-cetoleic acid,c
MAM01582e,cis-cetoleic acid,e
MAM01583c,cis-erucic acid,c
MAM01583e,cis-erucic acid,e
MAM01584c,cis-gondoic acid,c
MAM01584e,cis-gondoic acid,e
MAM01585c,cis-vaccenic acid,c
MAM01585e,cis-vaccenic acid,e
MAM01586c,cis-vaccenoyl-CoA,c
MAM01586m,cis-vaccenoyl-CoA,m
MAM01587c,citrate,c
MAM01587m,citrate,m
MAM01587e,citrate,e
MAM01588c,citrulline,c
MAM01588m,citrulline,m
MAM01588e,citrulline,e
MAM01589c,CL pool,c
MAM01589m,CL pool,m
MAM01590c,CMP,c
MAM01590m,CMP,m
MAM01590e,CMP,e
MAM01591c,CMP-2-aminoethylphosphonate,c
MAM01592c,CMP-N-acetylneuraminate,c
MAM01593c,CMP-neuNGc,c
MAM01594c,CMP-N-trimethyl-2-aminoethylphosphonate,c
MAM01595c,CO,c
MAM01595e,CO,e
MAM01596c,CO2,c
MAM01596m,CO2,m
MAM01596e,CO2,e
MAM01597c,CoA,c
MAM01597m,CoA,m
MAM01598m,cob(I)alamin,m
MAM01599c,cob(II)alamin,c
MAM01599m,cob(II)alamin,m
MAM01600m,cobamide-coenzyme,m
MAM01601c,cocaine,c
MAM01603c,coproporphyrin I,c
MAM01603e,coproporphyrin I,e
MAM01604c,coproporphyrin III,c
MAM01604e,coproporphyrin III,e
MAM01605c,coproporphyrinogen I,c
MAM01606c,coproporphyrinogen III,c
MAM01610c,core 5,c
MAM01610e,core 5,e
MAM01612c,core 7,c
MAM01612e,core 7,e
MAM01613c,core 8,c
MAM01613e,core 8,e
MAM01614c,corticosterone,c
MAM01614m,corticosterone,m
MAM01614e,corticosterone,e
MAM01615c,cortisol,c
MAM01615m,cortisol,m
MAM01615e,cortisol,e
MAM01616c,cortisone,c
MAM01617c,coumarin,c
MAM01617e,coumarin,e
MAM01618c,cPMP,c
MAM01619c,creatine,c
MAM01619m,creatine,m
MAM01619e,creatine,e
MAM01620c,creatine-phosphate,c
MAM01620m,creatine-phosphate,m
MAM01621c,creatinine,c
MAM01621e,creatinine,e
MAM01622m,crotonyl-CoA,m
MAM01623c,CTP,c
MAM01623m,CTP,m
MAM01623e,CTP,e
MAM01624c,Cu2+,c
MAM01624e,Cu2+,e
MAM01625c,cyclic-3-hydroxymelatonin,c
MAM01626c,cys-gly,c
MAM01626e,cys-gly,e
MAM01627c,cysteamine,c
MAM01628c,cysteine,c
MAM01628m,cysteine,m
MAM01628e,cysteine,e
MAM01629c,cystine,c
MAM01629e,cystine,e
MAM01630c,cytidine,c
MAM01630m,cytidine,m
MAM01630e,cytidine,e
MAM01631m,cytochrome-C,m
MAM01632c,cytosine,c
MAM01632e,cytosine,e
MAM01633c,D-3-amino-isobutanoate,c
MAM01633m,D-3-amino-isobutanoate,m
MAM01633e,D-3-amino-isobutanoate,e
MAM01634c,D-3-hydroxydodecanoyl-[ACP],c
MAM01635c,D-3-hydroxyhexanoyl-[ACP],c
MAM01636c,D-4-phosphopantothenate,c
MAM01637c,dADP,c
MAM01637m,dADP,m
MAM01638c,D-alanine,c
MAM01638e,D-alanine,e
MAM01639c,dAMP,c
MAM01640c,D-arginine,c
MAM01640e,D-arginine,e
MAM01641c,D-aspartate,c
MAM01641e,D-aspartate,e
MAM01642c,dATP,c
MAM01642m,dATP,m
MAM01643c,dCDP,c
MAM01643m,dCDP,m
MAM01644c,dCMP,c
MAM01644m,dCMP,m
MAM01645c,dCTP,c
MAM01645m,dCTP,m
MAM01646c,deamido-NAD,c
MAM01647c,debrisoquin,c
MAM01647e,debrisoquin,e
MAM01648c,decanoic acid,c
MAM01648e,decanoic acid,e
MAM01649c,decanoyl-[ACP],c
MAM01650c,decanoyl-CoA,c
MAM01650m,decanoyl-CoA,m
MAM01652e,de-Fuc form of PA6,e
MAM01654c,dehydroalanine,c
MAM01655c,dehydroascorbic acid,c
MAM01655e,dehydroascorbic acid,e
MAM01656c,dehydrodolichol,c
MAM01657c,dehydrodolichol-diphosphate,c
MAM01658c,dehydrodolichol-phosphate,c
MAM01659c,dehydroepiandrosterone sulfate,c
MAM01659e,dehydroepiandrosterone sulfate,e
MAM01660c,dehydroepiandrosterone,c
MAM01661c,dehydrospermidine,c
MAM01662c,delta-12-prostaglandin J2,c
MAM01665c,dem2emgacpail_prot heparan sulfate,c
MAM01665e,dem2emgacpail_prot heparan sulfate,e
MAM01666c,deoxyadenosine,c
MAM01666e,deoxyadenosine,e
MAM01667c,deoxycholoyl-CoA,c
MAM01668c,deoxycytidine,c
MAM01668m,deoxycytidine,m
MAM01668e,deoxycytidine,e
MAM01669c,deoxyguanosine,c
MAM01669m,deoxyguanosine,m
MAM01669e,deoxyguanosine,e
MAM01670c,deoxyhypusine,c
MAM01671c,deoxyinosine,c
MAM01671e,deoxyinosine,e
MAM01672c,deoxyribose,c
MAM01672e,deoxyribose,e
MAM01673c,deoxyuridine,c
MAM01673m,deoxyuridine,m
MAM01673e,deoxyuridine,e
MAM01674c,dephospho-CoA,c
MAM01674m,dephospho-CoA,m
MAM01675c,desmosterol,c
MAM01676c,detyrosinated alpha-tubulin,c
MAM01677c,dextrin(n-1),c
MAM01678c,dextrin,c
MAM01679c,D-galactosyl-N-acylsphingosine,c
MAM01680c,dGDP,c
MAM01680m,dGDP,m
MAM01681c,D-glucarate,c
MAM01682c,D-glucitol,c
MAM01682e,D-glucitol,e
MAM01683c,D-gluconic acid,c
MAM01684c,D-glucuronate 1-phosphate,c
MAM01685c,"D-glucurono-6,3-lactone",c
MAM01686c,dGMP,c
MAM01686m,dGMP,m
MAM01687c,dgpi_prot heparan sulfate,c
MAM01687e,dgpi_prot heparan sulfate,e
MAM01688c,dGTP,c
MAM01688m,dGTP,m
MAM01689c,DHA,c
MAM01689e,DHA,e
MAM01690c,DHAP,c
MAM01690m,DHAP,m
MAM01690e,DHAP,e
MAM01691c,dichloroacetate,c
MAM01692c,dichloroacetyl chloride,c
MAM01693c,dIDP,c
MAM01693m,dIDP,m
MAM01694c,digalactosylceramide,c
MAM01695c,digalactosylceramidesulfate,c
MAM01695e,digalactosylceramidesulfate,e
MAM01696c,dihomo-gamma-linolenate,c
MAM01696e,dihomo-gamma-linolenate,e
MAM01697c,dihomo-gamma-linolenoyl-CoA,c
MAM01697m,dihomo-gamma-linolenoyl-CoA,m
MAM01698c,dihydrobiopterin,c
MAM01699c,dihydroceramide pool,c
MAM01700c,dihydrofolate,c
MAM01700m,dihydrofolate,m
MAM01700e,dihydrofolate,e
MAM01701m,dihydrolipoamide,m
MAM01702c,dihydrolipoate,c
MAM01704c,dihydroneopterin,c
MAM01704e,dihydroneopterin,e
MAM01705c,dihydrothymine,c
MAM01705m,dihydrothymine,m
MAM01706c,dimethylallyl-PP,c
MAM01707c,dimethylamine,c
MAM01708c,dimethylglycine,c
MAM01708m,dimethylglycine,m
MAM01709c,dIMP,c
MAM01710c,diphospho-myo-inositol-polyphosphate,c
MAM01711c,disialylgalactosylgloboside,c
MAM01711e,disialylgalactosylgloboside,e
MAM01712c,disialyl-T antigen,c
MAM01712e,disialyl-T antigen,e
MAM01713c,dithiothreitol,c
MAM01714c,dITP,c
MAM01714m,dITP,m
MAM01714e,dITP,e
MAM01715c,D-lactaldehyde,c
MAM01716c,D-lactate,c
MAM01716m,D-lactate,m
MAM01716e,D-lactate,e
MAM01717c,"D-mannose-1,6-bisphosphate",c
MAM01718c,"D-myo-inositol-1,4,5-trisphosphate",c
MAM01719c,DNA containing 6-O-methylguanine,c
MAM01720c,DNA containing guanine,c
MAM01721c,DNA,c
MAM01722c,DNA-5-methylcytosine,c
MAM01723c,docosahexaenoylcarnitine,c
MAM01723m,docosahexaenoylcarnitine,m
MAM01724c,docosanoylcarnitine,c
MAM01724m,docosanoylcarnitine,m
MAM01725c,docosanoyl-CoA,c
MAM01725m,docosanoyl-CoA,m
MAM01726c,docosenoylcarnitine(11),c
MAM01726m,docosenoylcarnitine(11),m
MAM01727c,docosenoylcarnitine,c
MAM01727m,docosenoylcarnitine,m
MAM01728c,dodecanoyl-[ACP],c
MAM01729c,dodecanoylcarnitine,c
MAM01729m,dodecanoylcarnitine,m
MAM01730c,dolichol,c
MAM01730e,dolichol,e
MAM01732c,dolichyl-diphosphate,c
MAM01733c,dolichyl-phosphate,c
MAM01734c,dolichyl-phosphate-D-mannose,c
MAM01735c,dopachrome-O-semiquinone,c
MAM01736c,dopamine,c
MAM01736m,dopamine,m
MAM01736e,dopamine,e
MAM01737c,dopamine-3-O-sulfate,c
MAM01737e,dopamine-3-O-sulfate,e
MAM01738c,dopamine-O-quinone,c
MAM01739c,dopaminochrome,c
MAM01740c,D-ornithine,c
MAM01740e,D-ornithine,e
MAM01741c,DPA,c
MAM01741e,DPA,e
MAM01742c,D-proline,c
MAM01742e,D-proline,e
MAM01743c,D-ribulose,c
MAM01743e,D-ribulose,e
MAM01744c,D-serine,c
MAM01744e,D-serine,e
MAM01745c,D-tagatose,c
MAM01745e,D-tagatose,e
MAM01746c,D-tagatose-6-phosphate,c
MAM01747c,dTDP,c
MAM01747m,dTDP,m
MAM01748c,dTDP-4-dehydro-6-deoxy-L-mannose,c
MAM01749c,dTDP-6-deoxy-L-mannose,c
MAM01750c,dTDP-galactose,c
MAM01751c,dTDP-glucose,c
MAM01752c,dTMP,c
MAM01752m,dTMP,m
MAM01753c,dTTP,c
MAM01753m,dTTP,m
MAM01754c,dUDP,c
MAM01754m,dUDP,m
MAM01755c,dUMP,c
MAM01755m,dUMP,m
MAM01756c,dUTP,c
MAM01756m,dUTP,m
MAM01757c,D-xylonolactone,c
MAM01758c,D-xylose,c
MAM01758e,D-xylose,e
MAM01759c,D-xylulose,c
MAM01760c,D-xylulose-1-phosphate,c
MAM01761c,D-xylulose-5-phosphate,c
MAM01762c,dynorphin A-(1-5),c
MAM01763c,dynorphin A-(1-8),c
MAM01764c,dynorphin A-(6-8),c
MAM01765c,ebastine,c
MAM01765e,ebastine,e
MAM01767c,ecgonine-methyl ester,c
MAM01768c,edaravone,c
MAM01768e,edaravone,e
MAM01769c,"eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA",c
MAM01770c,eicosadienoylcarnitine,c
